wms_company_id,wms_warehouse_id,internal_id,asn_id,asn_line_id,original_qty,receive_qty,create_time,closed_date,receipt_time
CE,BOSE_SH,19839.0,1021042420,132884.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132885.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132886.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132887.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132888.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132889.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132890.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132891.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132892.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132893.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132894.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132895.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132896.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132897.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132898.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132899.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132900.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132901.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132902.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132903.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132904.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132905.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132906.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132907.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132908.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132909.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132910.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132841.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132842.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132843.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132844.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132845.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132846.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132911.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132912.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132913.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132914.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132915.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132916.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132917.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132918.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132919.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132920.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132921.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132922.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132923.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132924.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132925.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132926.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132927.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132847.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132848.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,19839.0,1021042420,132849.0,1.0,1.0,2020-10-08 09:06:27,2021-06-02 16:45:24,2020-10-15 00:00:00
CE,BOSE_SH,23203.0,1021098477,151418.0,3.0,3.0,2021-05-25 06:31:06,2021-06-02 13:13:40,2021-05-26 00:00:00
CE,BOSE_SH,23203.0,1021098477,151420.0,4.0,4.0,2021-05-25 06:31:06,2021-06-02 13:13:40,2021-05-26 00:00:00
CE,BOSE_SH,23203.0,1021098477,151419.0,1.0,1.0,2021-05-25 06:31:06,2021-06-02 13:13:40,2021-05-26 00:00:00
CE,BOSE_SH,23203.0,1021098477,151415.0,5.0,5.0,2021-05-25 06:31:06,2021-06-02 13:13:40,2021-05-26 00:00:00
CE,BOSE_SH,23203.0,1021098477,151416.0,6.0,6.0,2021-05-25 06:31:06,2021-06-02 13:13:40,2021-05-26 00:00:00
CE,BOSE_SH,23203.0,1021098477,151417.0,12.0,12.0,2021-05-25 06:31:06,2021-06-02 13:13:40,2021-05-26 00:00:00
CE,BOSE_SH,23286.0,1021099665,151959.0,3456.0,3456.0,2021-06-02 05:26:01,2021-06-02 16:43:31,2021-06-04 00:00:00
CE,BOSE_SH,23286.0,1021099665,151957.0,312.0,312.0,2021-06-02 05:26:01,2021-06-02 16:43:31,2021-06-04 00:00:00
CE,BOSE_SH,23286.0,1021099665,151958.0,504.0,504.0,2021-06-02 05:26:01,2021-06-02 16:43:31,2021-06-04 00:00:00
CE,BOSE_SH,23287.0,1021099666,151960.0,2.0,2.0,2021-06-02 05:26:01,2021-06-02 15:28:10,2021-06-04 00:00:00
null,BOSE_SH,23289.0,146984550,151980.0,1.0,1.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151998.0,2.0,2.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151997.0,3.0,3.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151996.0,5.0,5.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151995.0,8.0,8.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151994.0,1.0,1.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151993.0,9.0,9.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151992.0,2.0,2.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151991.0,2.0,2.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151990.0,1.0,1.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151989.0,7.0,7.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151988.0,11.0,11.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151987.0,2.0,2.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151986.0,31.0,31.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151985.0,1.0,1.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151984.0,3.0,3.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151983.0,15.0,15.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151982.0,2.0,2.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23289.0,146984550,151981.0,1.0,1.0,2021-06-02 06:24:45,2021-06-02 14:38:45,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151972.0,3.0,3.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151970.0,1.0,1.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151971.0,9.0,9.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151961.0,3.0,3.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151962.0,1.0,1.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151963.0,1.0,1.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151964.0,2.0,2.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151965.0,16.0,16.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151966.0,1.0,1.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151967.0,3.0,3.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151968.0,1.0,1.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151969.0,6.0,6.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151979.0,3.0,3.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151978.0,1.0,1.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151977.0,2.0,2.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151976.0,1.0,1.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151975.0,1.0,1.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151974.0,1.0,1.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
null,BOSE_SH,23288.0,147012269,151973.0,4.0,4.0,2021-06-02 06:11:19,2021-06-02 14:24:01,2021-06-02 00:00:00
