wms_warehouse_name,wms_company_name,order_id,shipment_id,sku_code,closed_date,create_date,shipped_qty,original_order_qty,shipped_weight
BOSE_SH,CE,0324472165,287125.0,834167-0300,2021-06-01 19:29:12,2021-05-31 18:46:02,1.0,1.0,0.0
BOSE_SH,CE,0324472200,287149.0,373511-5110,2021-06-01 19:30:41,2021-06-01 03:06:03,1.0,1.0,0.0
BOSE_SH,CE,0324472201,287144.0,373511-5110,2021-06-01 19:30:27,2021-06-01 03:06:02,1.0,1.0,0.0
BOSE_SH,CE,0324472211,287164.0,373511-5110,2021-06-01 19:29:42,2021-06-01 05:11:06,45.0,45.0,0.0
BOSE_SH,CE,0324472212,287175.0,373511-5110,2021-06-01 19:29:40,2021-06-01 05:11:07,20.0,20.0,0.0
BOSE_SH,CE,0324472213,287182.0,373511-5110,2021-06-01 19:29:36,2021-06-01 05:11:07,2.0,2.0,0.0
BOSE_SH,CE,0324472214,287177.0,373511-5110,2021-06-01 19:29:43,2021-06-01 05:11:07,150.0,150.0,0.0
BOSE_SH,CE,0324472215,287183.0,760093-5140,2021-06-01 19:29:44,2021-06-01 05:11:07,6.0,6.0,0.0
BOSE_SH,CE,0324472215,287183.0,767520-5140,2021-06-01 19:29:44,2021-06-01 05:11:07,6.0,6.0,0.0
BOSE_SH,CE,0324472871,287171.0,373511-5110,2021-06-01 19:29:43,2021-06-01 05:11:07,2.0,2.0,0.0
BOSE_SH,CE,0324472872,287167.0,373511-5110,2021-06-01 19:29:42,2021-06-01 05:11:06,80.0,80.0,0.0
BOSE_SH,CE,0324472873,287185.0,794297-0300,2021-06-01 19:29:51,2021-06-01 05:11:08,2.0,2.0,0.0
BOSE_SH,CE,0324472873,287185.0,767520-5140,2021-06-01 19:29:51,2021-06-01 05:11:08,12.0,12.0,0.0
BOSE_SH,CE,0324472873,287185.0,760093-5140,2021-06-01 19:29:51,2021-06-01 05:11:08,12.0,12.0,0.0
BOSE_SH,CE,0324472873,287185.0,783342-0900,2021-06-01 19:29:51,2021-06-01 05:11:08,18.0,18.0,0.0
BOSE_SH,CE,0324472873,287185.0,783342-0500,2021-06-01 19:29:51,2021-06-01 05:11:08,12.0,12.0,0.0
BOSE_SH,CE,0324472873,287185.0,783342-0100,2021-06-01 19:29:51,2021-06-01 05:11:08,12.0,12.0,0.0
BOSE_SH,CE,0324472873,287185.0,852061-0010,2021-06-01 19:29:51,2021-06-01 05:11:08,4.0,4.0,0.0
BOSE_SH,CE,0324472873,287185.0,831744-0100,2021-06-01 19:29:51,2021-06-01 05:11:08,4.0,4.0,0.0
BOSE_SH,CE,0324472873,287185.0,761529-0030,2021-06-01 19:29:51,2021-06-01 05:11:08,14.0,14.0,0.0
BOSE_SH,CE,0324472873,287185.0,761529-0020,2021-06-01 19:29:51,2021-06-01 05:11:08,10.0,10.0,0.0
BOSE_SH,CE,0324472873,287185.0,761529-0010,2021-06-01 19:29:51,2021-06-01 05:11:08,11.0,11.0,0.0
BOSE_SH,CE,0324472873,287185.0,789564-0020,2021-06-01 19:29:51,2021-06-01 05:11:08,12.0,12.0,0.0
BOSE_SH,CE,0324472873,287185.0,794297-0100,2021-06-01 19:29:51,2021-06-01 05:11:08,2.0,2.0,0.0
BOSE_SH,CE,0324472874,287176.0,761683-5140,2021-06-01 19:29:31,2021-06-01 05:11:07,1.0,1.0,0.0
