dwd_wh_dsc_inbound_line_dtl_di.wms_company_id,dwd_wh_dsc_inbound_line_dtl_di.wms_company_name,dwd_wh_dsc_inbound_line_dtl_di.wms_warehouse_id,dwd_wh_dsc_inbound_line_dtl_di.wms_warehouse_name,dwd_wh_dsc_inbound_line_dtl_di.internal_id,dwd_wh_dsc_inbound_line_dtl_di.asn_id,dwd_wh_dsc_inbound_line_dtl_di.asn_line_id,dwd_wh_dsc_inbound_line_dtl_di.asn_status,dwd_wh_dsc_inbound_line_dtl_di.sku_code,dwd_wh_dsc_inbound_line_dtl_di.sku_name,dwd_wh_dsc_inbound_line_dtl_di.sku_desc,dwd_wh_dsc_inbound_line_dtl_di.sku_barcode,dwd_wh_dsc_inbound_line_dtl_di.batch_number,dwd_wh_dsc_inbound_line_dtl_di.serial_number,dwd_wh_dsc_inbound_line_dtl_di.vendor_sku_barcode,dwd_wh_dsc_inbound_line_dtl_di.product_category,dwd_wh_dsc_inbound_line_dtl_di.product_status,dwd_wh_dsc_inbound_line_dtl_di.original_qty,dwd_wh_dsc_inbound_line_dtl_di.receive_qty,dwd_wh_dsc_inbound_line_dtl_di.receive_volume,dwd_wh_dsc_inbound_line_dtl_di.receive_weight,dwd_wh_dsc_inbound_line_dtl_di.quantity_um,dwd_wh_dsc_inbound_line_dtl_di.volume_um,dwd_wh_dsc_inbound_line_dtl_di.weight_um,dwd_wh_dsc_inbound_line_dtl_di.std_receive_volume,dwd_wh_dsc_inbound_line_dtl_di.std_receive_weight,dwd_wh_dsc_inbound_line_dtl_di.expire_date,dwd_wh_dsc_inbound_line_dtl_di.create_time,dwd_wh_dsc_inbound_line_dtl_di.receipt_time,dwd_wh_dsc_inbound_line_dtl_di.closed_date,dwd_wh_dsc_inbound_line_dtl_di.last_modified_date,dwd_wh_dsc_inbound_line_dtl_di.src_inc_day,dwd_wh_dsc_inbound_line_dtl_di.data_source,dwd_wh_dsc_inbound_line_dtl_di.inc_day,dwd_wh_dsc_inbound_line_dtl_di.src
Pernod-Wine,Pernod-Wine,JIQ,JIQ,26891,39942664,104748,null,PJ2221,PJ2221,美丽时光·巴黎艺术经典香槟 12 X 37.5CL,null,null,null,null,null,null,180.0,180.0,0.0,2070.0,BT,BT,KG,null,null,4712-12-31 00:00:00,2021-06-01 08:48:14,2021-06-01 00:00:00,2021-06-01 16:49:26,2021-06-01 08:49:26,20210803,scale_jiq,20210601,scale
Pernod-Zhong,Pernod-Zhong,JIQ,JIQ,26898,20210602,104880,null,HPG001,HPG001,黑瓶盖,null,null,null,null,null,null,97.0,97.0,0.0,0.0,PC,BT,null,null,null,4712-12-31 00:00:00,2021-06-02 08:10:07,2021-06-02 00:00:00,2021-06-02 16:11:37,2021-06-02 08:11:37,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104871,null,18712-20.000.00,18712-20.000.00,水景250/2喷灌装置,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104870,null,00013-66.666.66,00013-66.666.66,膨胀螺丝,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104869,null,00241-20.000.00,00241-20.000.00,水管架,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104868,null,18216-50.000.00,18216-50.000.00,水管接头,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104867,null,00030-66.666.66,00030-66.666.66,嘉丁拿粘虫板,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104866,null,08857-20.000.00,08857-20.000.00,修枝剪,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104865,null,11540-20.000.00,11540-20.000.00,灌木手套,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104864,Damage,07330-20.000.00,07330-20.000.00,龙头1/2,null,null,null,null,null,Damage,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104863,null,07330-20.000.00,07330-20.000.00,龙头1/2,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104862,null,00814-20.000.00,00814-20.000.00,嘉丁拿压力喷雾器1.25升,null,null,null,null,null,null,2.0,2.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104861,null,08742-20.000.00,08742-20.000.00,折叠锯子135mm,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104860,null,18240-20.000.00,18240-20.000.00,豪华金属龙头接头4分,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104859,null,18620-20.000.00,18620-20.000.00,嘉丁拿25M壁挂式自动水管架套装,null,null,null,null,null,null,2.0,2.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104858,null,18343-32.000.00,18343-32.000.00,Gardena喷枪 多功能,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104857,null,00828-39.000.00,00828-39.000.00,5升经典压力喷雾器,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104856,null,02907-20.000.00,02907-20.000.00,无螺纹龙头接头 大,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104855,Damage,02998-20.000.00,02998-20.000.00,连接器 1/2,null,null,null,null,null,Damage,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104854,null,08010-20.000.00,08010-20.000.00,水管车,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104853,null,18200-20.000.00,18200-20.000.00,4分螺纹龙头接头,null,null,null,null,null,null,2.0,2.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104751,null,03719-20.000.00,03719-20.000.00,伸缩式手柄90-145cm,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104750,null,08952-20.000.00,08952-20.000.00,手锄,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104749,Scrap,00828-39.000.00,00828-39.000.00,5升经典压力喷雾器,null,null,null,null,null,Scrap,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104877,null,02761-20.000.00,02761-20.000.00,3/4”内螺纹连接件,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104876,null,18213-20.000.00,18213-20.000.00,4分5分截流接头,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104874,null,18215-20.000.00,18215-20.000.00,4分5分标准接头,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104873,null,01891-28.000.00,01891-28.000.00,Select电脑控制器,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26892,20210602001,104872,null,18061-20.000.00,18061-20.000.00,嘉丁拿1/2“15M技术水管,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-02 02:08:59,2021-06-02 00:00:00,2021-06-02 15:30:26,2021-06-02 07:30:26,20210803,scale_jiq,20210602,scale
Pernod-Wine,Pernod-Wine,JIQ,JIQ,26895,39942659,104851,null,012946,012946,芝华士12年苏格兰威士忌-有盒装 12 X 70CL,null,null,null,null,null,null,480.0,480.0,0.0,7680.0,BT,BT,KG,null,null,4712-12-31 00:00:00,2021-06-02 05:54:17,2021-06-02 00:00:00,2021-06-02 13:57:16,2021-06-02 05:57:16,20210803,scale_jiq,20210602,scale
Husqvarna,Husqvarna,JIQ,JIQ,26910,20210603001,105101,Damage,02907-20.000.00,02907-20.000.00,无螺纹龙头接头 大,null,null,null,null,null,Damage,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-03 06:46:17,2021-06-03 00:00:00,2021-06-03 14:51:32,2021-06-03 06:51:32,20210803,scale_jiq,20210603,scale
Husqvarna,Husqvarna,JIQ,JIQ,26910,20210603001,105103,null,00021-66.666.66,00021-66.666.66,纸艺花卡,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-03 06:46:17,2021-06-03 00:00:00,2021-06-03 14:51:32,2021-06-03 06:51:32,20210803,scale_jiq,20210603,scale
Husqvarna,Husqvarna,JIQ,JIQ,26910,20210603001,105102,Damage,18030-20.000.00,18030-20.000.00,10米4分FLEX管,null,null,null,null,null,Damage,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-03 06:46:17,2021-06-03 00:00:00,2021-06-03 14:51:32,2021-06-03 06:51:32,20210803,scale_jiq,20210603,scale
Husqvarna,Husqvarna,JIQ,JIQ,26910,20210603001,105105,Scrap,08010-20.000.00,08010-20.000.00,水管车,null,null,null,null,null,Scrap,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-03 06:46:17,2021-06-03 00:00:00,2021-06-03 14:51:32,2021-06-03 06:51:32,20210803,scale_jiq,20210603,scale
Husqvarna,Husqvarna,JIQ,JIQ,26910,20210603001,105099,null,18215-50.000.00,18215-50.000.00,水管接头,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-03 06:46:17,2021-06-03 00:00:00,2021-06-03 14:51:32,2021-06-03 06:51:32,20210803,scale_jiq,20210603,scale
Husqvarna,Husqvarna,JIQ,JIQ,26910,20210603001,105098,Damage,18315-20.000.00,18315-20.000.00,舒适型多功能喷枪,null,null,null,null,null,Damage,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-03 06:46:17,2021-06-03 00:00:00,2021-06-03 14:51:32,2021-06-03 06:51:32,20210803,scale_jiq,20210603,scale
Husqvarna,Husqvarna,JIQ,JIQ,26910,20210603001,105106,null,08960-20.000.00,08960-20.000.00,舒适大手铲,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-03 06:46:17,2021-06-03 00:00:00,2021-06-03 14:51:32,2021-06-03 06:51:32,20210803,scale_jiq,20210603,scale
Husqvarna,Husqvarna,JIQ,JIQ,26910,20210603001,105107,null,02761-20.000.00,02761-20.000.00,3/4”内螺纹连接件,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-03 06:46:17,2021-06-03 00:00:00,2021-06-03 14:51:32,2021-06-03 06:51:32,20210803,scale_jiq,20210603,scale
Husqvarna,Husqvarna,JIQ,JIQ,26910,20210603001,105108,null,18200-20.000.00,18200-20.000.00,4分螺纹龙头接头,null,null,null,null,null,null,4.0,4.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-03 06:46:17,2021-06-03 00:00:00,2021-06-03 14:51:32,2021-06-03 06:51:32,20210803,scale_jiq,20210603,scale
Husqvarna,Husqvarna,JIQ,JIQ,26910,20210603001,105100,null,08742-20.000.00,08742-20.000.00,折叠锯子135mm,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-03 06:46:17,2021-06-03 00:00:00,2021-06-03 14:51:32,2021-06-03 06:51:32,20210803,scale_jiq,20210603,scale
Husqvarna,Husqvarna,JIQ,JIQ,26910,20210603001,105104,null,18620-20.000.00,18620-20.000.00,嘉丁拿25M壁挂式自动水管架套装,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-03 06:46:17,2021-06-03 00:00:00,2021-06-03 14:51:32,2021-06-03 06:51:32,20210803,scale_jiq,20210603,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105163,null,18215-50.000.00,18215-50.000.00,水管接头,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105164,Damage,18210-20.000.00,18210-20.000.00,室内水龙头接头,null,null,null,null,null,Damage,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105165,Damage,00206-20.000.00,00206-20.000.00,园艺手套,null,null,null,null,null,Damage,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105166,Damage,18210-20.000.00,18210-20.000.00,室内水龙头接头,null,null,null,null,null,Damage,2.0,2.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105167,null,18215-20.000.00,18215-20.000.00,4分5分标准接头,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105168,null,18620-20.000.00,18620-20.000.00,嘉丁拿25M壁挂式自动水管架套装,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105169,null,00021-66.666.66,00021-66.666.66,纸艺花卡,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105170,Scrap,08022-20.000.00,08022-20.000.00,水管架套装,null,null,null,null,null,Scrap,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105171,null,03622-30.000.00,03622-30.000.00,扫帚套装,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105172,null,00241-20.000.00,00241-20.000.00,水管架,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105173,null,00013-66.666.66,00013-66.666.66,膨胀螺丝,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105174,null,18030-20.000.00,18030-20.000.00,10米4分FLEX管,null,null,null,null,null,null,2.0,2.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105175,null,00241-20.000.00,00241-20.000.00,水管架,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105176,null,18215-20.000.00,18215-20.000.00,4分5分标准接头,null,null,null,null,null,null,2.0,2.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105177,null,18200-20.000.00,18200-20.000.00,4分螺纹龙头接头,null,null,null,null,null,null,2.0,2.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105178,null,18343-32.000.00,18343-32.000.00,Gardena喷枪 多功能,null,null,null,null,null,null,2.0,2.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105179,Damage,18620-20.000.00,18620-20.000.00,嘉丁拿25M壁挂式自动水管架套装,null,null,null,null,null,Damage,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105180,null,09839-20.000.00,09839-20.000.00,电池,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105181,null,09878-20.000.00,09878-20.000.00,充电式割灌机,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105182,null,18401-20.000.00,18401-20.000.00,阳台软管,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105183,null,08009-20.000.00,08009-20.000.00,水管车S060911,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105184,null,18200-20.000.00,18200-20.000.00,4分螺纹龙头接头,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105185,null,18010-22.000.00,18010-22.000.00,嘉丁拿4分高级水管零减50m,null,null,null,null,null,null,2.0,2.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105161,Damage,08964-30.000.00,08964-30.000.00,豪华工具三件套,null,null,null,null,null,Damage,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26914,20210604001,105162,null,18213-50.000.00,18213-50.000.00,4分/5分截流接头,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-04 07:46:50,2021-06-04 00:00:00,2021-06-04 16:31:13,2021-06-04 08:31:13,20210803,scale_jiq,20210604,scale
Husqvarna,Husqvarna,JIQ,JIQ,26920,20210607001,105261,null,08707-20.000.00,08707-20.000.00,花艺盆栽剪,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-07 07:44:49,2021-06-07 00:00:00,2021-06-07 16:57:12,2021-06-07 08:57:12,20210803,scale_jiq,20210607,scale
Husqvarna,Husqvarna,JIQ,JIQ,26920,20210607001,105264,null,18201-50.000.00,18201-50.000.00,6分螺纹龙头接头,null,null,null,null,null,null,2.0,2.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-07 07:44:49,2021-06-07 00:00:00,2021-06-07 16:57:12,2021-06-07 08:57:12,20210803,scale_jiq,20210607,scale
Husqvarna,Husqvarna,JIQ,JIQ,26920,20210607001,105265,null,18216-50.000.00,18216-50.000.00,水管接头,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-07 07:44:49,2021-06-07 00:00:00,2021-06-07 16:57:12,2021-06-07 08:57:12,20210803,scale_jiq,20210607,scale
Husqvarna,Husqvarna,JIQ,JIQ,26920,20210607001,105268,null,08714-48.000.00,08714-48.000.00,斧子1000A,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-07 07:44:49,2021-06-07 00:00:00,2021-06-07 16:57:12,2021-06-07 08:57:12,20210803,scale_jiq,20210607,scale
Husqvarna,Husqvarna,JIQ,JIQ,26920,20210607001,105271,Damage,18315-20.000.00,18315-20.000.00,舒适型多功能喷枪,null,null,null,null,null,Damage,2.0,2.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-07 07:44:49,2021-06-07 00:00:00,2021-06-07 16:57:12,2021-06-07 08:57:12,20210803,scale_jiq,20210607,scale
Husqvarna,Husqvarna,JIQ,JIQ,26920,20210607001,105274,null,18708-20.000.00,18708-20.000.00,迷你长方形喷灌器,null,null,null,null,null,null,1.0,1.0,0.0,0.0,PC,BT,null,null,null,null,2021-06-07 07:44:49,2021-06-07 00:00:00,2021-06-07 16:57:12,2021-06-07 08:57:12,20210803,scale_jiq,20210607,scale
