rh.asn_id,rh.wms_warehouse_id,rh.wms_warehouse_name,rd.internal_receipt_num,rd.item,rd.item_category5,rd.original_total_quantity,rd.total_qty,rd.erp_order_line_num,rh.closed_date,rh.create_time
3830931_20,MCH,MCH,55735.0,538717_126,MCH,1.0,1.0,1.0,2021-06-01 16:34:50,2021-05-31 02:06:00
3839886_20,MCH,MCH,55371.0,495612_116,MCH,600.0,600.0,1.0,2021-06-02 17:15:15,2021-05-27 11:16:06
3839900_20,MCH,MCH,55370.0,517808_102,MCH,700.0,700.0,1.0,2021-06-01 18:31:56,2021-05-27 11:16:06
3839913_20,MCH,MCH,55619.0,517808_102,MCH,300.0,300.0,2.0,2021-06-01 14:19:27,2021-05-29 12:51:00
3839913_20,MCH,MCH,55619.0,517808_102,MCH,1000.0,1000.0,1.0,2021-06-01 14:19:27,2021-05-29 12:51:00
3849401_20,MCH,MCH,55857.0,950403_106,MCH,700.0,700.0,1.0,2021-06-01 18:37:36,2021-06-01 09:46:03
3849407_20,MCH,MCH,55856.0,950403_106,MCH,700.0,700.0,1.0,2021-06-01 18:35:11,2021-06-01 09:46:03
3858942_20,MCH,MCH,56046.0,950403_106,MCH,700.0,700.0,1.0,2021-06-03 19:24:04,2021-06-03 11:16:02
3858944_20,MCH,MCH,56047.0,950403_106,MCH,700.0,700.0,1.0,2021-06-03 19:21:13,2021-06-03 11:16:04
3858946_20,MCH,MCH,56027.0,950403_106,MCH,700.0,700.0,1.0,2021-06-03 17:10:44,2021-06-03 08:56:01
3858952_20,MCH,MCH,56026.0,950403_106,MCH,700.0,700.0,1.0,2021-06-03 17:04:11,2021-06-03 08:56:01
3859081_20,MCH,MCH,55601.0,555774_101,MCH,120.0,120.0,1.0,2021-06-03 17:38:04,2021-05-29 08:21:01
3863088_20,MCH,MCH,56008.0,950403_106,MCH,700.0,700.0,1.0,2021-06-03 11:42:05,2021-06-03 03:36:01
3863093_20,MCH,MCH,56007.0,950403_106,MCH,700.0,700.0,1.0,2021-06-03 11:39:38,2021-06-03 03:36:01
3863098_20,MCH,MCH,56133.0,950403_106,MCH,700.0,700.0,1.0,2021-06-04 19:13:03,2021-06-04 11:06:00
3863103_20,MCH,MCH,56134.0,950403_106,MCH,700.0,700.0,1.0,2021-06-04 19:13:41,2021-06-04 11:06:00
3870796_20,MCH,MCH,56219.0,950403_106,MCH,700.0,700.0,1.0,2021-06-05 18:17:20,2021-06-05 09:36:01
3870799_20,MCH,MCH,56221.0,950403_106,MCH,700.0,700.0,1.0,2021-06-05 18:21:27,2021-06-05 09:41:01
3870804_20,MCH,MCH,56482.0,950403_106,MCH,700.0,700.0,1.0,2021-06-08 15:34:31,2021-06-08 04:56:01
3870805_20,MCH,MCH,56481.0,950403_106,MCH,700.0,700.0,1.0,2021-06-08 15:37:29,2021-06-08 04:56:01
3870806_20,MCH,MCH,56507.0,950403_106,MCH,700.0,700.0,1.0,2021-06-08 18:32:34,2021-06-08 10:16:01
3870808_20,MCH,MCH,56506.0,950403_106,MCH,700.0,700.0,1.0,2021-06-08 18:34:24,2021-06-08 10:16:01
3870810_20,MCH,MCH,56412.0,950403_106,MCH,700.0,700.0,1.0,2021-06-07 18:07:57,2021-06-07 10:01:04
3870811_20,MCH,MCH,56413.0,950403_106,MCH,700.0,700.0,1.0,2021-06-07 18:12:10,2021-06-07 10:01:04
3870814_20,MCH,MCH,56753.0,950403_106,MCH,700.0,700.0,1.0,2021-06-11 17:46:07,2021-06-11 09:16:01
3870822_20,MCH,MCH,56754.0,950403_106,MCH,700.0,700.0,1.0,2021-06-11 17:42:58,2021-06-11 09:16:02
3870823_20,MCH,MCH,56837.0,950403_106,MCH,700.0,700.0,1.0,2021-06-12 17:31:52,2021-06-12 08:26:01
3870825_20,MCH,MCH,56838.0,950403_106,MCH,700.0,700.0,1.0,2021-06-12 17:31:41,2021-06-12 08:26:01
3870826_20,MCH,MCH,56914.0,950403_106,MCH,700.0,700.0,1.0,2021-06-13 15:04:00,2021-06-13 06:56:00
3878385_20,MCH,MCH,56567.0,517808_102,MCH,29.0,29.0,4.0,2021-06-15 09:03:29,2021-06-09 02:01:01
3878385_20,MCH,MCH,56567.0,955962_115,MCH,2.0,2.0,3.0,2021-06-15 09:03:29,2021-06-09 02:01:01
3878385_20,MCH,MCH,56567.0,677456_107,MCH,2.0,2.0,2.0,2021-06-15 09:03:29,2021-06-09 02:01:01
3878385_20,MCH,MCH,56567.0,416390_106,MCH,90.0,90.0,1.0,2021-06-15 09:03:29,2021-06-09 02:01:01
3879612_20,MCH,MCH,56410.0,996667_103,MCH,500.0,500.0,1.0,2021-06-07 18:05:16,2021-06-07 10:01:03
3887479_20,MCH,MCH,56566.0,422336_103,MCH,2.0,2.0,1.0,2021-06-15 09:56:29,2021-06-09 02:01:01
3900167_20,MCH,MCH,57046.0,215487_110,MCH,16.0,16.0,1.0,2021-06-17 14:31:24,2021-06-15 08:31:01
3915622_20,MCH,MCH,57033.0,555774_101,MCH,700.0,700.0,1.0,2021-06-15 14:24:33,2021-06-15 05:41:06
3915627_20,MCH,MCH,57032.0,555774_101,MCH,700.0,700.0,1.0,2021-06-15 15:04:08,2021-06-15 05:41:05
3915642_20,MCH,MCH,57094.0,555774_101,MCH,700.0,700.0,1.0,2021-06-16 17:27:17,2021-06-16 00:01:01
3915676_20,MCH,MCH,57134.0,555774_101,MCH,700.0,700.0,1.0,2021-06-16 18:10:08,2021-06-16 09:41:01
3915702_20,MCH,MCH,57135.0,555774_101,MCH,700.0,700.0,1.0,2021-06-16 18:14:57,2021-06-16 09:41:03
3915704_20,MCH,MCH,57215.0,555774_101,MCH,700.0,700.0,1.0,2021-06-17 13:32:00,2021-06-17 05:11:02
3915705_20,MCH,MCH,57214.0,555774_101,MCH,700.0,700.0,1.0,2021-06-17 13:28:41,2021-06-17 05:06:00
3915707_20,MCH,MCH,57382.0,555774_101,MCH,700.0,700.0,1.0,2021-06-19 14:03:34,2021-06-19 05:56:01
3915716_20,MCH,MCH,57383.0,555774_101,MCH,700.0,700.0,1.0,2021-06-19 14:03:17,2021-06-19 05:56:01
3915724_20,MCH,MCH,57304.0,555774_101,MCH,700.0,700.0,1.0,2021-06-18 14:50:07,2021-06-18 06:26:01
3929628_20,MCH,MCH,57391.0,996667_103,MCH,500.0,500.0,1.0,2021-06-19 16:10:37,2021-06-19 07:56:00
3929639_20,MCH,MCH,57392.0,996667_103,MCH,500.0,500.0,1.0,2021-06-19 16:08:42,2021-06-19 07:56:01
3929641_20,MCH,MCH,57464.0,996667_103,MCH,500.0,500.0,1.0,2021-06-20 14:03:39,2021-06-20 05:41:05
3929642_20,MCH,MCH,57463.0,996667_103,MCH,500.0,500.0,1.0,2021-06-20 14:02:05,2021-06-20 05:41:05
3937998_20,MCH,MCH,57540.0,996667_103,MCH,500.0,500.0,1.0,2021-06-21 17:38:54,2021-06-21 09:31:01
3945071_20,MCH,MCH,57760.0,996667_103,MCH,500.0,500.0,1.0,2021-06-23 14:26:37,2021-06-23 06:21:03
3947325_20,MCH,MCH,57871.0,996667_103,MCH,500.0,500.0,1.0,2021-06-24 15:57:46,2021-06-24 07:51:01
3947326_20,MCH,MCH,57872.0,996667_103,MCH,500.0,500.0,1.0,2021-06-24 16:00:56,2021-06-24 07:51:01
3949383_20,MCH,MCH,57631.0,996667_103,MCH,500.0,500.0,1.0,2021-06-22 19:54:57,2021-06-22 02:16:01
3949680_20,MCH,MCH,57632.0,996667_103,MCH,500.0,500.0,1.0,2021-06-22 19:57:07,2021-06-22 02:16:01
3949798_20,MCH,MCH,58053.0,996667_103,MCH,500.0,500.0,1.0,2021-06-26 15:24:58,2021-06-26 07:11:01
3949800_20,MCH,MCH,58055.0,996667_103,MCH,500.0,500.0,1.0,2021-06-26 15:26:52,2021-06-26 07:11:05
3952405_20,MCH,MCH,57685.0,996667_103,MCH,500.0,500.0,1.0,2021-06-22 20:04:05,2021-06-22 11:41:02
3952406_20,MCH,MCH,57686.0,996667_103,MCH,500.0,500.0,1.0,2021-06-22 20:02:16,2021-06-22 11:41:04
3953238_20,MCH,MCH,58152.0,996667_103,MCH,500.0,500.0,1.0,2021-06-27 14:07:27,2021-06-27 06:01:02
3953253_20,MCH,MCH,58153.0,996667_103,MCH,500.0,500.0,1.0,2021-06-27 14:04:49,2021-06-27 06:01:03
3953272_20,MCH,MCH,58242.0,996667_103,MCH,500.0,500.0,1.0,2021-06-28 14:34:37,2021-06-28 06:31:01
3953276_20,MCH,MCH,58042.0,996667_103,MCH,500.0,500.0,1.0,2021-06-26 12:39:54,2021-06-26 04:26:00
3956377_20,MCH,MCH,58260.0,996667_103,MCH,500.0,500.0,1.0,2021-06-28 19:04:06,2021-06-28 10:06:00
3956378_20,MCH,MCH,58261.0,996667_103,MCH,500.0,500.0,1.0,2021-06-28 19:07:27,2021-06-28 10:06:00
3957433_20,MCH,MCH,57882.0,517808_102,MCH,1200.0,1200.0,1.0,2021-06-29 19:28:41,2021-06-24 09:51:03
3959597_20,MCH,MCH,58340.0,996667_103,MCH,500.0,500.0,1.0,2021-06-29 19:08:08,2021-06-29 10:51:01
3959598_20,MCH,MCH,58341.0,996667_103,MCH,500.0,500.0,1.0,2021-06-29 19:09:50,2021-06-29 10:51:01
3959599_20,MCH,MCH,58339.0,996667_103,MCH,500.0,500.0,1.0,2021-06-29 18:53:33,2021-06-29 10:46:05
3959600_20,MCH,MCH,58338.0,996667_103,MCH,500.0,500.0,1.0,2021-06-29 19:04:21,2021-06-29 10:46:01
3963451_20,MCH,MCH,58434.0,996667_103,MCH,500.0,500.0,1.0,2021-06-30 17:59:33,2021-06-30 05:51:03
3963462_20,MCH,MCH,58465.0,996667_103,MCH,500.0,500.0,1.0,2021-06-30 19:35:41,2021-06-30 11:16:01
3963464_20,MCH,MCH,58466.0,996667_103,MCH,500.0,500.0,1.0,2021-06-30 19:38:15,2021-06-30 11:16:01
5400001562,MCH,MCH,55947.0,520764_899,MCH,311.0,311.0,1.0,2021-06-02 18:24:06,2021-06-02 09:51:01
5400001567,MCH,MCH,56664.0,520764_899,MCH,325.0,325.0,1.0,2021-06-10 16:35:10,2021-06-10 06:46:01
5400001570,MCH,MCH,56757.0,520764_899,MCH,327.0,327.0,1.0,2021-06-15 15:21:42,2021-06-11 09:21:01
5400001581,MCH,MCH,57497.0,210363_103,MCH,50.0,50.0,1.0,2021-06-21 13:51:28,2021-06-20 14:51:01
5400001588,MCH,MCH,57617.0,210363_103,MCH,4.0,4.0,1.0,2021-06-22 11:04:44,2021-06-21 23:01:01
5400001589,MCH,MCH,57652.0,520764_899,MCH,65.0,65.0,1.0,2021-06-22 17:02:44,2021-06-22 07:11:01
5420001147,MCH,MCH,57118.0,149203_110,MCH,104.0,104.0,1.0,2021-06-18 13:14:13,2021-06-16 06:11:01
5420001153,MCH,MCH,58327.0,710345_120,MCH,340.0,340.0,1.0,2021-06-29 18:08:16,2021-06-29 07:11:04
5910005791,MCH,MCH,55783.0,974869_101,MCH,672.0,672.0,1.0,2021-06-01 13:01:11,2021-05-31 14:36:01
5910005792,MCH,MCH,55803.0,974869_101,MCH,672.0,672.0,1.0,2021-06-01 13:01:10,2021-05-31 20:46:01
5910005793,MCH,MCH,55804.0,974869_101,MCH,672.0,672.0,1.0,2021-06-01 13:01:09,2021-05-31 20:56:00
5910005798,MCH,MCH,55836.0,974869_101,MCH,672.0,672.0,1.0,2021-06-01 14:59:17,2021-06-01 06:46:04
5910005799,MCH,MCH,55861.0,974869_101,MCH,336.0,336.0,1.0,2021-06-02 11:23:05,2021-06-01 10:41:03
5910005802,MCH,MCH,55991.0,974869_101,MCH,315.0,315.0,1.0,2021-06-03 11:26:22,2021-06-02 20:51:01
5910005806,MCH,MCH,56016.0,974869_101,MCH,676.0,676.0,1.0,2021-06-03 17:15:36,2021-06-03 05:46:01
5910005807,MCH,MCH,56059.0,974869_101,MCH,336.0,336.0,1.0,2021-06-04 08:04:42,2021-06-03 14:51:01
5910005809,MCH,MCH,56096.0,974869_101,MCH,336.0,336.0,1.0,2021-06-04 18:23:31,2021-06-04 03:41:01
5910005811,MCH,MCH,56168.0,974869_101,MCH,334.0,334.0,1.0,2021-06-05 05:30:57,2021-06-04 20:11:01
5910005812,MCH,MCH,56177.0,974869_101,MCH,336.0,336.0,1.0,2021-06-05 05:30:56,2021-06-04 21:11:02
5910005813,MCH,MCH,56206.0,974869_101,MCH,336.0,336.0,1.0,2021-06-05 17:08:42,2021-06-05 05:46:01
5910005814,MCH,MCH,56245.0,974869_101,MCH,336.0,336.0,1.0,2021-06-06 02:53:17,2021-06-05 13:01:03
5910005815,MCH,MCH,56246.0,974869_101,MCH,336.0,336.0,1.0,2021-06-06 02:53:16,2021-06-05 13:01:03
5910005816,MCH,MCH,56247.0,974869_101,MCH,336.0,336.0,1.0,2021-06-06 02:53:16,2021-06-05 13:01:03
5910005817,MCH,MCH,56261.0,974869_101,MCH,331.0,331.0,1.0,2021-06-06 04:18:28,2021-06-05 17:41:00
5910005818,MCH,MCH,56275.0,974869_101,MCH,322.0,322.0,1.0,2021-06-06 06:09:04,2021-06-05 21:41:01
5910005819,MCH,MCH,56313.0,974869_101,MCH,336.0,336.0,1.0,2021-06-06 16:27:31,2021-06-06 06:01:01
5910005820,MCH,MCH,56342.0,974869_101,MCH,672.0,672.0,1.0,2021-06-07 01:37:38,2021-06-06 13:21:00
5910005821,MCH,MCH,56369.0,974869_101,MCH,669.0,669.0,1.0,2021-06-07 07:10:14,2021-06-06 22:41:01
5910005823,MCH,MCH,56380.0,974869_101,MCH,336.0,336.0,1.0,2021-06-07 17:43:37,2021-06-07 02:11:04
5910005825,MCH,MCH,56395.0,974869_101,MCH,335.0,335.0,1.0,2021-06-07 17:45:59,2021-06-07 05:46:01
5910005832,MCH,MCH,56428.0,974869_101,MCH,336.0,336.0,1.0,2021-06-08 10:16:54,2021-06-07 14:01:05
5910005833,MCH,MCH,56451.0,974869_101,MCH,336.0,336.0,1.0,2021-06-08 10:16:53,2021-06-07 20:01:04
5910005834,MCH,MCH,56457.0,974869_101,MCH,336.0,336.0,1.0,2021-06-08 10:16:53,2021-06-07 21:41:01
5910005839,MCH,MCH,56477.0,974869_101,MCH,336.0,336.0,1.0,2021-06-08 16:04:29,2021-06-08 04:11:01
5910005842,MCH,MCH,56486.0,974869_101,MCH,336.0,336.0,1.0,2021-06-08 16:04:28,2021-06-08 06:01:01
5910005845,MCH,MCH,56529.0,665821_102,MCH,218.0,218.0,1.0,2021-06-09 11:50:44,2021-06-08 15:01:01
5910005846,MCH,MCH,56551.0,665821_102,MCH,318.0,318.0,1.0,2021-06-09 11:50:43,2021-06-08 21:31:01
5910005847,MCH,MCH,56550.0,974869_101,MCH,224.0,224.0,1.0,2021-06-09 11:50:42,2021-06-08 21:31:01
5910005858,MCH,MCH,56676.0,974869_101,MCH,327.0,327.0,1.0,2021-06-11 10:08:56,2021-06-10 09:41:00
5910005860,MCH,MCH,56716.0,974869_101,MCH,696.0,696.0,1.0,2021-06-11 10:08:55,2021-06-10 22:36:00
5910005865,MCH,MCH,56735.0,974869_101,MCH,695.0,695.0,1.0,2021-06-11 16:37:25,2021-06-11 05:11:01
5910005869,MCH,MCH,56776.0,974869_101,MCH,359.0,359.0,1.0,2021-06-12 10:38:23,2021-06-11 14:46:01
5910005870,MCH,MCH,56799.0,974869_101,MCH,336.0,336.0,1.0,2021-06-12 10:38:24,2021-06-11 20:51:01
5910005871,MCH,MCH,56802.0,974869_101,MCH,336.0,336.0,1.0,2021-06-12 10:38:25,2021-06-11 21:11:05
5910005873,MCH,MCH,56829.0,974869_101,MCH,672.0,672.0,1.0,2021-06-12 15:58:21,2021-06-12 06:31:01
5910005874,MCH,MCH,56860.0,974869_101,MCH,672.0,672.0,1.0,2021-06-13 06:26:40,2021-06-12 13:41:08
5910005875,MCH,MCH,56881.0,974869_101,MCH,672.0,672.0,1.0,2021-06-13 06:26:39,2021-06-12 21:21:01
5910005877,MCH,MCH,56911.0,974869_101,MCH,672.0,672.0,1.0,2021-06-13 16:11:54,2021-06-13 06:01:11
5910005878,MCH,MCH,56940.0,974869_101,MCH,672.0,672.0,1.0,2021-06-14 09:12:22,2021-06-13 13:31:01
5910005879,MCH,MCH,56965.0,974869_101,MCH,770.0,770.0,1.0,2021-06-14 09:12:21,2021-06-13 21:51:05
5910005880,MCH,MCH,56966.0,974869_101,MCH,236.0,236.0,1.0,2021-06-14 09:12:19,2021-06-13 22:51:01
5910005881,MCH,MCH,57002.0,974869_101,MCH,336.0,336.0,1.0,2021-06-15 12:09:48,2021-06-14 20:11:10
5910005886,MCH,MCH,57030.0,974869_101,MCH,672.0,672.0,1.0,2021-06-15 18:02:10,2021-06-15 05:21:01
5910005891,MCH,MCH,57065.0,974869_101,MCH,670.0,670.0,1.0,2021-06-16 09:41:09,2021-06-15 14:01:01
5910005892,MCH,MCH,57087.0,974869_101,MCH,672.0,672.0,1.0,2021-06-16 09:41:07,2021-06-15 21:51:00
5910005897,MCH,MCH,57108.0,974869_101,MCH,336.0,336.0,1.0,2021-06-16 16:46:51,2021-06-16 04:51:01
5910005898,MCH,MCH,57114.0,974869_101,MCH,336.0,336.0,1.0,2021-06-16 16:46:50,2021-06-16 05:46:01
5910005900,MCH,MCH,57153.0,974869_101,MCH,336.0,336.0,1.0,2021-06-17 09:52:20,2021-06-16 13:11:08
5910005901,MCH,MCH,57186.0,974869_101,MCH,336.0,336.0,1.0,2021-06-17 09:52:19,2021-06-16 21:41:01
5910005903,MCH,MCH,57208.0,974869_101,MCH,335.0,335.0,1.0,2021-06-17 16:11:44,2021-06-17 03:31:05
5910005904,MCH,MCH,57220.0,974869_101,MCH,308.0,308.0,1.0,2021-06-17 16:11:42,2021-06-17 06:51:01
5910005908,MCH,MCH,57251.0,974869_101,MCH,334.0,334.0,1.0,2021-06-18 10:42:18,2021-06-17 15:41:01
5910005913,MCH,MCH,57298.0,974869_101,MCH,335.0,335.0,1.0,2021-06-18 16:50:54,2021-06-18 05:16:02
5910005915,MCH,MCH,57324.0,974869_101,MCH,336.0,336.0,1.0,2021-06-19 06:19:44,2021-06-18 11:11:01
5910005917,MCH,MCH,57439.0,974869_101,MCH,269.0,269.0,1.0,2021-06-20 08:24:56,2021-06-19 21:51:07
5910005918,MCH,MCH,57438.0,829971_101,MCH,56.0,56.0,1.0,2021-06-20 08:24:56,2021-06-19 21:51:06
5910005919,MCH,MCH,57465.0,829971_101,MCH,308.0,308.0,1.0,2021-06-20 16:35:36,2021-06-20 06:31:01
5910005920,MCH,MCH,57466.0,829971_101,MCH,336.0,336.0,1.0,2021-06-20 16:35:37,2021-06-20 06:31:02
5910005922,MCH,MCH,57496.0,829971_101,MCH,84.0,84.0,1.0,2021-06-21 13:50:39,2021-06-20 14:26:01
5910005923,MCH,MCH,57495.0,974869_101,MCH,532.0,532.0,1.0,2021-06-21 13:50:39,2021-06-20 14:26:01
5910005925,MCH,MCH,57511.0,829971_101,MCH,215.0,215.0,1.0,2021-06-21 13:50:37,2021-06-20 20:21:01
5910005926,MCH,MCH,57512.0,829971_101,MCH,336.0,336.0,1.0,2021-06-21 13:50:36,2021-06-20 20:31:01
5910005928,MCH,MCH,57553.0,974869_101,MCH,112.0,112.0,1.0,2021-06-21 18:48:44,2021-06-21 10:36:05
5910005929,MCH,MCH,57558.0,829971_101,MCH,196.0,196.0,1.0,2021-06-21 19:02:51,2021-06-21 10:51:17
5910005935,MCH,MCH,57587.0,829971_101,MCH,1006.0,1006.0,1.0,2021-06-22 11:04:59,2021-06-21 14:21:01
5910005937,MCH,MCH,57615.0,829971_101,MCH,643.0,643.0,1.0,2021-06-22 11:04:58,2021-06-21 22:21:01
5910005938,MCH,MCH,57616.0,665821_102,MCH,7.0,7.0,1.0,2021-06-22 11:04:56,2021-06-21 22:41:01
5910005950,MCH,MCH,57650.0,829971_101,MCH,333.0,333.0,1.0,2021-06-22 18:28:58,2021-06-22 07:01:01
5910005953,MCH,MCH,57656.0,974869_101,MCH,139.0,139.0,1.0,2021-06-22 16:06:23,2021-06-22 08:01:01
5910005954,MCH,MCH,57696.0,829971_101,MCH,1229.0,1229.0,1.0,2021-06-22 23:39:22,2021-06-22 14:11:01
5910005955,MCH,MCH,57733.0,829971_101,MCH,612.0,612.0,1.0,2021-06-23 06:59:42,2021-06-22 22:51:01
5910005956,MCH,MCH,57758.0,829971_101,MCH,616.0,616.0,1.0,2021-06-23 15:41:40,2021-06-23 06:11:01
5910005958,MCH,MCH,57808.0,829971_101,MCH,302.0,302.0,1.0,2021-06-24 15:56:49,2021-06-23 15:11:06
5910005961,MCH,MCH,57859.0,829971_101,MCH,338.0,338.0,1.0,2021-06-24 16:04:46,2021-06-24 06:11:00
5910005963,MCH,MCH,57908.0,829971_101,MCH,430.0,430.0,1.0,2021-06-25 07:46:09,2021-06-24 19:41:03
5910005964,MCH,MCH,57907.0,665821_102,MCH,140.0,140.0,1.0,2021-06-25 07:46:08,2021-06-24 19:41:00
5910005965,MCH,MCH,57912.0,665821_102,MCH,224.0,224.0,1.0,2021-06-25 07:46:07,2021-06-24 20:41:03
5910005968,MCH,MCH,57992.0,665821_102,MCH,672.0,672.0,1.0,2021-06-26 00:56:50,2021-06-25 14:21:00
5910005969,MCH,MCH,58022.0,665821_102,MCH,448.0,448.0,1.0,2021-06-26 12:22:00,2021-06-25 22:41:01
5910005970,MCH,MCH,58051.0,665821_102,MCH,420.0,420.0,1.0,2021-06-26 15:58:41,2021-06-26 06:41:01
5910005971,MCH,MCH,58079.0,665821_102,MCH,434.0,434.0,1.0,2021-06-27 09:56:10,2021-06-26 12:41:01
5910005972,MCH,MCH,58121.0,665821_102,MCH,448.0,448.0,1.0,2021-06-27 09:56:09,2021-06-26 22:31:02
5910005973,MCH,MCH,58154.0,665821_102,MCH,210.0,210.0,1.0,2021-06-27 16:05:54,2021-06-27 06:06:03
5910005974,MCH,MCH,58158.0,665821_102,MCH,210.0,210.0,1.0,2021-06-27 16:05:53,2021-06-27 06:51:04
5910005975,MCH,MCH,58187.0,665821_102,MCH,671.0,671.0,1.0,2021-06-27 23:09:12,2021-06-27 13:51:03
5910005976,MCH,MCH,58207.0,665821_102,MCH,210.0,210.0,1.0,2021-06-28 08:05:16,2021-06-27 20:41:02
5910005977,MCH,MCH,58210.0,665821_102,MCH,210.0,210.0,1.0,2021-06-28 08:05:15,2021-06-27 21:31:03
5910005978,MCH,MCH,58213.0,665821_102,MCH,419.0,419.0,1.0,2021-06-28 08:05:15,2021-06-27 22:41:01
5910005979,MCH,MCH,58237.0,665821_102,MCH,210.0,210.0,1.0,2021-06-28 17:25:55,2021-06-28 05:31:07
5910005980,MCH,MCH,58236.0,665821_102,MCH,210.0,210.0,1.0,2021-06-28 17:25:54,2021-06-28 05:31:06
5910005981,MCH,MCH,58243.0,665821_102,MCH,223.0,223.0,1.0,2021-06-28 17:25:54,2021-06-28 06:51:01
5910005987,MCH,MCH,58300.0,665821_102,MCH,420.0,420.0,1.0,2021-06-29 09:07:59,2021-06-29 00:11:00
5910005988,MCH,MCH,58301.0,665821_102,MCH,838.0,838.0,1.0,2021-06-29 10:17:20,2021-06-29 00:11:00
5910005989,MCH,MCH,58304.0,665821_102,MCH,224.0,224.0,1.0,2021-06-29 10:22:57,2021-06-29 00:51:01
5910005994,MCH,MCH,58316.0,665821_102,MCH,224.0,224.0,1.0,2021-06-29 17:38:03,2021-06-29 04:11:02
5910005995,MCH,MCH,58315.0,665821_102,MCH,224.0,224.0,1.0,2021-06-29 17:44:08,2021-06-29 04:11:02
5910005996,MCH,MCH,58401.0,665821_102,MCH,672.0,672.0,1.0,2021-06-30 16:54:48,2021-06-29 21:51:01
5910006004,MCH,MCH,58435.0,665821_102,MCH,630.0,630.0,1.0,2021-06-30 14:20:59,2021-06-30 05:56:01
5910006005,MCH,MCH,58436.0,665821_102,MCH,447.0,447.0,1.0,2021-06-30 17:49:00,2021-06-30 05:56:01
B210531032SWT,MCH,MCH,55746.0,442209_899,MCH,6.0,6.0,33.0,2021-06-01 10:36:20,2021-05-31 05:11:03
B210531032SWT,MCH,MCH,55746.0,442209_899,MCH,6.0,6.0,32.0,2021-06-01 10:36:20,2021-05-31 05:11:03
B210531032SWT,MCH,MCH,55746.0,442209_899,MCH,6.0,6.0,31.0,2021-06-01 10:36:20,2021-05-31 05:11:03
B210531032SWT,MCH,MCH,55746.0,176757_899,MCH,8.0,8.0,35.0,2021-06-01 10:36:20,2021-05-31 05:11:03
B210531032SWT,MCH,MCH,55746.0,442209_899,MCH,2.0,2.0,30.0,2021-06-01 10:36:20,2021-05-31 05:11:03
B210531032SWT,MCH,MCH,55746.0,442209_899,MCH,2.0,2.0,29.0,2021-06-01 10:36:20,2021-05-31 05:11:03
B210531032SWT,MCH,MCH,55746.0,442209_899,MCH,6.0,6.0,28.0,2021-06-01 10:36:20,2021-05-31 05:11:03
B210531032SWT,MCH,MCH,55746.0,371021_899,MCH,11.0,11.0,22.0,2021-06-01 10:36:20,2021-05-31 05:11:03
B210531032SWT,MCH,MCH,55746.0,442209_899,MCH,1.0,1.0,34.0,2021-06-01 10:36:20,2021-05-31 05:11:03
B210531032SWT,MCH,MCH,55746.0,371021_899,MCH,14.0,14.0,21.0,2021-06-01 10:36:20,2021-05-31 05:11:03
B210531036SWT,MCH,MCH,55753.0,964829_107,MCH,7.0,7.0,17.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,964829_107,MCH,7.0,7.0,16.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,964829_107,MCH,7.0,7.0,15.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,839180_101,MCH,14.0,14.0,14.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,839180_101,MCH,14.0,14.0,13.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,839180_101,MCH,14.0,14.0,12.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,839180_101,MCH,14.0,14.0,11.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,839180_101,MCH,14.0,14.0,10.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,693182_102,MCH,14.0,14.0,9.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,693182_102,MCH,14.0,14.0,8.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,243266_101,MCH,14.0,14.0,7.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,243266_101,MCH,14.0,14.0,6.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,243266_101,MCH,14.0,14.0,5.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,677456_104,MCH,14.0,14.0,4.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,677456_104,MCH,14.0,14.0,3.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,677456_104,MCH,14.0,14.0,2.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,677456_104,MCH,1.0,1.0,1.0,2021-06-01 09:22:27,2021-05-31 07:11:08
B210531036SWT,MCH,MCH,55753.0,215487_110,MCH,14.0,14.0,28.0,2021-06-01 09:22:27,2021-05-31 07:11:08
