,WH,COMPANY,Create DT,Confirm DT,Product,Description,TYPE,Status,TRSC #,Ship ID,awb,INV,PO,INB#,contract_no,From Loc,To Loc,Qty,UOM,BottlingDT,Transaction_type,ALLOCATION_ZONE
470,FAS,Pernod,6/2/2021,6/3/2021,MK0004,猴王47黑森林干金酒风味配制酒 48 X 5CL,Order Pick,Jin2 Normal,6439139,42022104,,,,,,2-28-B-34,SHIP-1,10,BT,12/31/4712  12:00:00 AM,Order Pick,A-FAS
471,FAS,Pernod,6/2/2021,6/3/2021,MK0004,猴王47黑森林干金酒风味配制酒 48 X 5CL,Order Pick,Jin2 Normal,6439141,42022104,,,,,,1-23-A-31,SHIP-1,86,BT,12/31/4712  12:00:00 AM,Order Pick,A-FAS
472,FAS,Pernod,6/2/2021,6/3/2021,JJ0067,尊美醇爱尔兰威士忌 12 X 70CL,Order Pick,Jin2 Normal,6439155,42022077,ONEYDUBB00622700,,92114029.0,394780.0,,2-34-C-31,SHIP-1,40,BT,2/11/2021  12:00:00 AM,Order Pick,A-FAS
473,FAS,Pernod,6/2/2021,6/3/2021,JJ0067,尊美醇爱尔兰威士忌 12 X 70CL,Order Pick,Jin2 Normal,6439157,42022077,ONEYDUBB00622700,,92114029.0,394780.0,,2-34-C-24,SHIP-1,80,BT,2/11/2021  12:00:00 AM,Order Pick,A-FAS
474,FAS,Pernod,6/2/2021,6/3/2021,BT1143,百龄坛特醇苏格兰威士忌 24 X 20CL,Order Pick,Jin2 Normal,6439153,42022077,ONEYLIVB10345900,,20016128.0,383663.0,,2-35-C-24,SHIP-1,480,BT,2/24/2021  12:00:00 AM,Order Pick,A-FAS
475,FAS,Pernod,6/2/2021,6/3/2021,035506,绝对风味伏特加(柑橘味) 6 X 70CL,Order Pick,Jin2 Normal,6439149,42022077,,,,,,2-34-B-21,SHIP-1,38,BT,11/25/2020  12:00:00 AM,Order Pick,A-FAS
476,FAS,Pernod,6/2/2021,6/3/2021,035506,绝对风味伏特加(柑橘味) 6 X 70CL,Order Pick,Jin2 Normal,6439151,42022077,ONEYGOTB00038300,,81051743.0,262018.0,,2-30-A-31,SHIP-1,22,BT,12/28/2020  12:00:00 AM,Order Pick,A-FAS
477,FAS,Pernod,6/2/2021,6/3/2021,035006,绝对风味伏特加(柠檬味) 6 X 70CL,Order Pick,Jin2 Normal,6439161,42022077,ONEYGOTB00042500,,81051853.0,300277.0,,2-36-C-22,SHIP-1,60,BT,1/13/2021  12:00:00 AM,Order Pick,A-FAS
478,FAS,Pernod,6/2/2021,6/3/2021,ML0640,马利宝加勒比椰子朗姆风味配制酒 6 X 70CL,Order Pick,Jin2 Normal,6439159,42022077,,,,,,2-36-D-25,SHIP-1,60,BT,8/11/2020  12:00:00 AM,Order Pick,A-FAS
479,FAS,Pernod,6/1/2021,6/3/2021,DBC017,传奇源自拉菲罗斯柴尔德经典海星红葡萄酒 6 X 75CL,Order Pick,Jin2 Normal,6439177,42022045,,,,,,3-11-A-18,SHIP-1,180,BT,10/26/2020  12:00:00 AM,Order Pick,A-FAS
480,FAS,Pernod,6/1/2021,6/3/2021,DBL0N7,传奇源自拉菲罗斯柴尔德波尔多红葡萄酒 6 X 75CL,Order Pick,Jin2 Normal,6439165,42022046,,,,,,4-14-B-20,SHIP-1,336,BT,11/25/2020  12:00:00 AM,Order Pick,A-FAS
481,FAS,Pernod,6/1/2021,6/3/2021,DBL0N7,传奇源自拉菲罗斯柴尔德波尔多红葡萄酒 6 X 75CL,Order Pick,Jin2 Normal,6439167,42022046,,,,,,4-14-B-10,SHIP-1,648,BT,11/25/2020  12:00:00 AM,Order Pick,A-FAS
482,FAS,Pernod,6/1/2021,6/3/2021,DBL0N7,传奇源自拉菲罗斯柴尔德波尔多红葡萄酒 6 X 75CL,Order Pick,Jin2 Normal,6439169,42022046,,,,,,4-14-B-11,SHIP-1,672,BT,11/25/2020  12:00:00 AM,Order Pick,A-FAS
483,FAS,Pernod,6/1/2021,6/3/2021,DBL0N7,传奇源自拉菲罗斯柴尔德波尔多红葡萄酒 6 X 75CL,Order Pick,Jin2 Normal,6439171,42022046,,,,,,4-14-B-18,SHIP-1,672,BT,11/25/2020  12:00:00 AM,Order Pick,A-FAS
484,FAS,Pernod,6/1/2021,6/3/2021,DBL0N7,传奇源自拉菲罗斯柴尔德波尔多红葡萄酒 6 X 75CL,Order Pick,Jin2 Normal,6439173,42022046,,,,,,4-14-B-19,SHIP-1,672,BT,11/25/2020  12:00:00 AM,Order Pick,A-FAS
485,FAS,Pernod,6/2/2021,6/3/2021,MU2730,玛姆红带香槟 6 X 75CL,Order Pick,Jin2 Normal,6439185,42022023,ONEYLEHB03707600,,20002015.0,300121.0,FRX-CNS-2102-0083,FS-62-D-017,SHIP-1,60,BT,2/6/2019  12:00:00 AM,Order Pick,A-FAS
486,FAS,Pernod,6/2/2021,6/3/2021,CP2224,帝国田园特别珍藏干红葡萄酒 12 X 75CL,Order Pick,Jin2 Normal,6439181,42022024,EGLV571100003142,,39202062.0,293449.0,,FS-52-A-011,SHIP-1,120,BT,1/25/2021  12:00:00 AM,Order Pick,A-FAS
487,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439241,42022008,,,,,,2-29-A-21,SHIP-1,96,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
488,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439243,42022008,,,,,,2-29-A-27,SHIP-1,432,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
489,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439245,42022008,,,,,,2-29-B-18,SHIP-1,432,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
490,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439247,42022008,,,,,,2-29-B-27,SHIP-1,432,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
491,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439249,42022008,,,,,,2-29-B-29,SHIP-1,432,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
492,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439251,42022008,,,,,,2-29-B-32,SHIP-1,432,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
493,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439253,42022008,,,,,,2-33-A-03,SHIP-1,432,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
494,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439255,42022008,,,,,,2-33-A-05,SHIP-1,432,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
495,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439257,42022008,,,,,,2-33-A-07,SHIP-1,432,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
496,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439259,42022008,,,,,,2-34-A-10,SHIP-1,432,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
497,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439261,42022008,,,,,,5-02-B-07,SHIP-1,32,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
498,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439263,42022008,,,,,,2-29-B-19,SHIP-1,17,BT,1/12/2021  12:00:00 AM,Order Pick,A-FAS
499,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439265,42022008,,,,,,2-29-B-19,SHIP-1,4,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
500,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439267,42022008,,,,,,2-38-A-27,SHIP-1,214,BT,1/12/2021  12:00:00 AM,Order Pick,A-FAS
501,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439269,42022008,,,,,,2-39-D-02,SHIP-1,432,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
502,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439271,42022008,,,,,,2-39-D-03,SHIP-1,432,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
503,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439273,42022008,,,,,,2-43-A-05,SHIP-1,428,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
504,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439275,42022008,,,,,,2-43-A-07,SHIP-1,432,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
505,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439277,42022008,,,,,,2-43-A-14,SHIP-1,432,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
506,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439279,42022008,,,,,,2-43-A-15,SHIP-1,432,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
507,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439281,42022008,,,,,,2-43-A-19,SHIP-1,432,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
508,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439283,42022008,,,,,,2-43-A-20,SHIP-1,432,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
509,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439285,42022008,,,,,,2-43-A-21,SHIP-1,109,BT,1/12/2021  12:00:00 AM,Order Pick,A-FAS
510,FAS,Pernod,6/2/2021,6/3/2021,004687,马爹利XO干邑白兰地-有盒装 12 X 70CL,Order Pick,Jin2 Normal,6439227,42022008,,,,,,2-30-A-11,SHIP-1,91,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
511,FAS,Pernod,6/2/2021,6/3/2021,004687,马爹利XO干邑白兰地-有盒装 12 X 70CL,Order Pick,Jin2 Normal,6439229,42022008,,,,,,2-29-A-28,SHIP-1,17,BT,2/10/2021  12:00:00 AM,Order Pick,A-FAS
512,FAS,Pernod,6/2/2021,6/3/2021,003906,马爹利蓝带干邑白兰地-有盒装 12 X 70CL,Order Pick,Jin2 Normal,6439189,42022008,,,,,,2-40-D-13,SHIP-1,215,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
513,FAS,Pernod,6/2/2021,6/3/2021,003906,马爹利蓝带干邑白兰地-有盒装 12 X 70CL,Order Pick,Jin2 Normal,6439191,42022008,,,,,,2-41-B-05,SHIP-1,85,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
514,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439231,42022008,OOLU2659546700,,20502708.0,261586.0,2102ACWMX074,2-29-B-30,SHIP-1,38,BT,2/9/2021  12:00:00 AM,Order Pick,A-FAS
515,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439233,42022008,OOLU2659546700,,20502708.0,261586.0,2102ACWMX074,2-33-A-08,SHIP-1,432,BT,2/9/2021  12:00:00 AM,Order Pick,A-FAS
516,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439235,42022008,OOLU2659546700,,20502708.0,261586.0,2102ACWMX074,2-33-B-01,SHIP-1,432,BT,2/9/2021  12:00:00 AM,Order Pick,A-FAS
517,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439237,42022008,OOLU2659546700,,20502708.0,261586.0,2102ACWMX074,2-34-A-09,SHIP-1,432,BT,2/9/2021  12:00:00 AM,Order Pick,A-FAS
518,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439239,42022008,OOLU2659546700,,20502708.0,261586.0,2102ACWMX074,5-01-A-05,SHIP-1,154,BT,2/9/2021  12:00:00 AM,Order Pick,A-FAS
519,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439193,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-09,SHIP-1,276,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
520,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439195,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-13,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
521,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439197,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-14,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
522,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439199,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-15,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
523,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439201,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-16,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
524,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439203,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-17,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
525,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439205,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-20,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
526,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439207,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-21,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
527,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439209,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-23,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
528,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439211,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-24,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
529,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439213,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-25,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
530,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439215,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-26,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
531,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439217,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-27,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
532,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439219,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-28,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
533,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439221,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-29,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
534,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439223,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-30,SHIP-1,600,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
535,FAS,Pernod,6/2/2021,6/3/2021,003807,马爹利蓝带干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439225,42022008,OOLU2661168100,,20502984.0,386728.0,2103ACWMX041,2-40-B-31,SHIP-1,324,BT,3/16/2021  12:00:00 AM,Order Pick,A-FAS
536,FAS,Pernod,6/1/2021,6/3/2021,016137,格兰威特单一麦芽苏格兰威士忌 创始人甄选系列 6 X 70CL,Order Pick,Jin2 Normal,6439295,42021987,,,,,,2-36-B-22,SHIP-1,60,BT,1/6/2021  12:00:00 AM,Order Pick,A-FAS
537,FAS,Pernod,6/1/2021,6/3/2021,DBS0N8,传说源自拉菲罗斯柴尔德波尔多红葡萄酒-新条码 6 X 75CL,Order Pick,Jin2 Normal,6439297,42021987,OOLU2119536779,,39202311.0,266092.0,FRX-CNS-2102-0077,5-03-A-15,SHIP-1,72,BT,1/26/2021  12:00:00 AM,Order Pick,A-FAS
538,FAS,Pernod,6/1/2021,6/3/2021,DBS0N8,传说源自拉菲罗斯柴尔德波尔多红葡萄酒-新条码 6 X 75CL,Order Pick,Jin2 Normal,6439299,42021987,OOLU2119536779,,39202311.0,266092.0,FRX-CNS-2102-0077,5-03-B-11,SHIP-1,48,BT,1/26/2021  12:00:00 AM,Order Pick,A-FAS
539,FAS,Pernod,6/1/2021,6/3/2021,BT0126,百龄坛12年苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439288,42021997,ONEYLIVB03797800,,20015676.0,393372.0,,2-42-C-10,SHIP-1,73,BT,2/17/2021  12:00:00 AM,Order Pick,A-FAS
540,FAS,Pernod,6/1/2021,6/3/2021,BT0126,百龄坛12年苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439290,42021997,ONEYLIVB03797800,,20015676.0,393372.0,,2-42-C-14,SHIP-1,179,BT,2/17/2021  12:00:00 AM,Order Pick,A-FAS
541,FAS,Pernod,6/1/2021,6/3/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Order Pick,Jin2 Normal,6439319,42021876,ONEYLIVB03770600,,20014973.0,294942.0,,2-25-C-20,SHIP-1,6000,BT,12/31/4712  12:00:00 AM,Order Pick,A-FAS
542,FAS,Pernod,6/1/2021,6/3/2021,BT0030,百龄坛特醇苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439315,42021877,ONEYLIVB07939300,,20015938.0,383756.0,,2-40-C-30,SHIP-1,600,BT,2/22/2021  12:00:00 AM,Order Pick,A-FAS
543,FAS,Pernod,6/1/2021,6/3/2021,035207,绝对X伏特加风味配制酒 6 X 70CL,Order Pick,Jin2 Normal,6439311,42021907,ONEYGOTB01591800,,81052296.0,377636.0,,2-32-C-20,SHIP-1,60,BT,2/1/2021  12:00:00 AM,Order Pick,A-FAS
544,FAS,Pernod,6/1/2021,6/3/2021,BT0030,百龄坛特醇苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439307,42021968,ONEYLIVB07939300,,20015938.0,383756.0,,2-40-C-30,SHIP-1,96,BT,2/22/2021  12:00:00 AM,Order Pick,A-FAS
545,FAS,Pernod,6/1/2021,6/3/2021,MK0510,猴王47黑森林干金酒风味配制酒 6 X 50CL,Order Pick,Jin2 Normal,6439303,42021969,YMLUN651079431,,39202329.0,295311.0,DEM-CNS-2102-0057,2-29-D-16,SHIP-1,6,BT,1/19/2021  12:00:00 AM,Order Pick,A-FAS
546,FAS,Pernod,6/1/2021,6/3/2021,JJ0067,尊美醇爱尔兰威士忌 12 X 70CL,Order Pick,Jin2 Normal,6439329,42021860,ONEYDUBB00622700,,92114029.0,394780.0,,2-34-C-31,SHIP-1,36,BT,2/11/2021  12:00:00 AM,Order Pick,A-FAS
547,FAS,Pernod,6/2/2021,6/3/2021,JJ0067,尊美醇爱尔兰威士忌 12 X 70CL,Order Pick,Jin2 Normal,6439325,42021862,ONEYDUBB00622700,,92114029.0,394780.0,,2-34-C-31,SHIP-1,240,BT,2/11/2021  12:00:00 AM,Order Pick,A-FAS
548,FAS,Pernod,6/2/2021,6/3/2021,BT0030,百龄坛特醇苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439323,42021862,ONEYLIVB07939300,,20015938.0,383756.0,,2-40-C-31,SHIP-1,180,BT,2/22/2021  12:00:00 AM,Order Pick,A-FAS
549,FAS,Pernod,6/2/2021,6/3/2021,AB2246,亚伯乐斯佩塞单一麦芽苏格兰威士忌12年双桶陈酿 3 X 70CL,Order Pick,Jin2 Normal,6439343,42021854,ONEYLIVB07124300,,20015583.0,325747.0,,2-29-B-03,SHIP-1,30,BT,2/16/2021  12:00:00 AM,Order Pick,A-FAS
550,FAS,Pernod,6/2/2021,6/3/2021,AB1626,亚伯乐斯佩塞单一麦芽苏格兰威士忌16年双桶陈酿 3 X 70CL,Order Pick,Jin2 Normal,6439345,42021854,,,,,,2-29-A-12,SHIP-1,6,BT,2/4/2021  12:00:00 AM,Order Pick,A-FAS
551,FAS,Pernod,6/2/2021,6/3/2021,AB1826,亚伯乐高地单一麦芽苏格兰威士忌(18年陈酿) 6 X 50CL,Order Pick,Jin2 Normal,6439349,42021854,,,,,,2-27-B-03,SHIP-1,12,BT,7/28/2020  12:00:00 AM,Order Pick,A-FAS
552,FAS,Pernod,6/2/2021,6/3/2021,JJ0067,尊美醇爱尔兰威士忌 12 X 70CL,Order Pick,Jin2 Normal,6439347,42021854,ONEYDUBB00622700,,92114029.0,394780.0,,2-34-C-31,SHIP-1,120,BT,2/11/2021  12:00:00 AM,Order Pick,A-FAS
553,FAS,Pernod,6/2/2021,6/3/2021,016137,格兰威特单一麦芽苏格兰威士忌 创始人甄选系列 6 X 70CL,Order Pick,Jin2 Normal,6439339,42021854,,,,,,2-36-B-22,SHIP-1,180,BT,1/6/2021  12:00:00 AM,Order Pick,A-FAS
554,FAS,Pernod,6/2/2021,6/3/2021,015307,格兰威特单一麦芽苏格兰威士忌18年陈酿 6 X 70CL,Order Pick,Jin2 Normal,6439351,42021854,ONEYLIVA68556400,,20014784.0,261572.0,,2-42-A-16,SHIP-1,6,BT,1/26/2021  12:00:00 AM,Order Pick,A-FAS
555,FAS,Pernod,6/2/2021,6/3/2021,BT0030,百龄坛特醇苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439335,42021854,ONEYLIVB07939300,,20015938.0,383756.0,,2-40-C-31,SHIP-1,180,BT,2/22/2021  12:00:00 AM,Order Pick,A-FAS
556,FAS,Pernod,6/2/2021,6/3/2021,035506,绝对风味伏特加(柑橘味) 6 X 70CL,Order Pick,Jin2 Normal,6439337,42021854,,,,,,2-34-B-21,SHIP-1,60,BT,11/25/2020  12:00:00 AM,Order Pick,A-FAS
557,FAS,Pernod,6/2/2021,6/3/2021,035006,绝对风味伏特加(柠檬味) 6 X 70CL,Order Pick,Jin2 Normal,6439333,42021854,ONEYGOTB00042500,,81051853.0,300277.0,,2-36-C-22,SHIP-1,60,BT,1/13/2021  12:00:00 AM,Order Pick,A-FAS
558,FAS,Pernod,6/2/2021,6/3/2021,035806,绝对风味伏特加(苹果梨味) 6 X 70CL,Order Pick,Jin2 Normal,6439341,42021854,ONEYGOTB00041400,,81052225.0,300318.0,,2-30-B-06,SHIP-1,30,BT,1/27/2021  12:00:00 AM,Order Pick,A-FAS
559,FAS,Pernod,6/2/2021,6/3/2021,JJ0067,尊美醇爱尔兰威士忌 12 X 70CL,Order Pick,Jin2 Normal,6439355,42021847,ONEYDUBB00622700,,92114029.0,394780.0,,2-34-C-31,SHIP-1,240,BT,2/11/2021  12:00:00 AM,Order Pick,A-FAS
560,FAS,Pernod,6/2/2021,6/3/2021,BT0030,百龄坛特醇苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439357,42021847,ONEYLIVB07939300,,20015938.0,383756.0,,2-40-C-30,SHIP-1,132,BT,2/22/2021  12:00:00 AM,Order Pick,A-FAS
561,FAS,Pernod,6/2/2021,6/3/2021,BT0030,百龄坛特醇苏格兰威士忌-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439359,42021847,ONEYLIVB07939300,,20015938.0,383756.0,,2-40-C-31,SHIP-1,48,BT,2/22/2021  12:00:00 AM,Order Pick,A-FAS
562,FAS,Pernod,6/2/2021,6/3/2021,004636,马爹利XO干邑白兰地-无盒装 12 X 70CL,Order Pick,Jin2 Normal,6439363,31957021,,,,,,2-43-A-31,SHIP-1,12,BT,1/11/2021  12:00:00 AM,Order Pick,A-FAS
563,FAS,Pernod,6/2/2021,6/3/2021,015307,格兰威特单一麦芽苏格兰威士忌18年陈酿 6 X 70CL,Order Pick,Jin2 Normal,6439377,31957004,ONEYLIVA68556400,,20014784.0,261572.0,,2-42-A-16,SHIP-1,20,BT,1/26/2021  12:00:00 AM,Order Pick,A-FAS
