,WH,COMPANY,Create DT,Confirm DT,Product,Description,TYPE,Status,TRSC #,Ship ID,INV,PO,INB#,contract_no,From Loc,To Loc,Qty,UOM,BottlingDT,Transaction_type,ALLOCATION_ZONE
0,FAS,Pernod,5/28/2021,6/1/2021,015126,格兰威特单一麦芽苏格兰威士忌12年陈酿-无盒装 12 X 70CL,Receving,Bonded Normal,6426999,ONEYLIVB16831800,,20017763.0,450524.0,,RECV-1,02-53-B,600,BT,3/16/2021  12:00:00 AM,Receving,A-FAS
1,FAS,Pernod,5/28/2021,6/1/2021,015126,格兰威特单一麦芽苏格兰威士忌12年陈酿-无盒装 12 X 70CL,Receving,Bonded Normal,6427001,ONEYLIVB16831800,,20017763.0,450524.0,,RECV-1,02-53-B,6000,BT,3/26/2021  12:00:00 AM,Receving,
2,FAS,Pernod,5/28/2021,6/1/2021,015126,格兰威特单一麦芽苏格兰威士忌12年陈酿-无盒装 12 X 70CL,Receving,Bonded Normal,6427001,ONEYLIVB16831800,,20017763.0,450524.0,,RECV-1,02-53-B,6000,BT,3/26/2021  12:00:00 AM,Receving,A-BJPRD
3,FAS,Pernod,5/28/2021,6/1/2021,015126,格兰威特单一麦芽苏格兰威士忌12年陈酿-无盒装 12 X 70CL,Receving,Bonded Normal,6426999,ONEYLIVB16831800,,20017763.0,450524.0,,RECV-1,02-53-B,600,BT,3/16/2021  12:00:00 AM,Receving,
4,FAS,Pernod,5/28/2021,6/1/2021,015126,格兰威特单一麦芽苏格兰威士忌12年陈酿-无盒装 12 X 70CL,Receving,Bonded Normal,6427001,ONEYLIVB16831800,,20017763.0,450524.0,,RECV-1,02-53-B,6000,BT,3/26/2021  12:00:00 AM,Receving,A-FAS
5,FAS,Pernod,5/28/2021,6/1/2021,015126,格兰威特单一麦芽苏格兰威士忌12年陈酿-无盒装 12 X 70CL,Receving,Bonded Normal,6426997,ONEYLIVB16831800,,20017763.0,450524.0,,RECV-1,02-52-B,6000,BT,3/26/2021  12:00:00 AM,Receving,
6,FAS,Pernod,5/28/2021,6/1/2021,015126,格兰威特单一麦芽苏格兰威士忌12年陈酿-无盒装 12 X 70CL,Receving,Bonded Normal,6426997,ONEYLIVB16831800,,20017763.0,450524.0,,RECV-1,02-52-B,6000,BT,3/26/2021  12:00:00 AM,Receving,A-BJPRD
7,FAS,Pernod,5/28/2021,6/1/2021,015126,格兰威特单一麦芽苏格兰威士忌12年陈酿-无盒装 12 X 70CL,Receving,Bonded Normal,6426999,ONEYLIVB16831800,,20017763.0,450524.0,,RECV-1,02-53-B,600,BT,3/16/2021  12:00:00 AM,Receving,A-BJPRD
8,FAS,Pernod,5/28/2021,6/1/2021,015126,格兰威特单一麦芽苏格兰威士忌12年陈酿-无盒装 12 X 70CL,Receving,Bonded Normal,6426997,ONEYLIVB16831800,,20017763.0,450524.0,,RECV-1,02-52-B,6000,BT,3/26/2021  12:00:00 AM,Receving,A-FAS
9,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427021,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,02-48-B,3240,BT,3/17/2021  12:00:00 AM,Receving,
10,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427035,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-29,270,BT,3/17/2021  12:00:00 AM,Receving,
11,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427033,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-30,270,BT,3/17/2021  12:00:00 AM,Receving,A-BJPRD
12,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427015,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-20,12960,BT,12/2/2020  12:00:00 AM,Receving,A-FAS
13,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427017,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-22,12960,BT,12/2/2020  12:00:00 AM,Receving,A-BJPRD
14,FAS,Pernod,5/30/2021,6/1/2021,011520,芝华士18年苏格兰威士忌-无盒装 6 X 70CL,Receving,Bonded Normal,6427005,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,02-46-B,5280,BT,3/10/2021  12:00:00 AM,Receving,
15,FAS,Pernod,5/30/2021,6/1/2021,011520,芝华士18年苏格兰威士忌-无盒装 6 X 70CL,Receving,Bonded Normal,6427011,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-A-27,300,BT,3/10/2021  12:00:00 AM,Receving,
16,FAS,Pernod,5/30/2021,6/1/2021,BT0085,百龄坛特醇苏格兰威士忌-不含内盒 12 X 35CL,Receving,Bonded Normal,6427025,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-24-B-38,1440,BT,3/2/2021  12:00:00 AM,Receving,A-BJPRD
17,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427037,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-28,270,BT,3/17/2021  12:00:00 AM,Receving,A-FAS
18,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427007,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-18,12960,BT,12/2/2020  12:00:00 AM,Receving,A-FAS
19,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427009,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-21,12960,BT,9/7/2020  12:00:00 AM,Receving,A-BJPRD
20,FAS,Pernod,5/30/2021,6/1/2021,011520,芝华士18年苏格兰威士忌-无盒装 6 X 70CL,Receving,Bonded Normal,6427005,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,02-46-B,5280,BT,3/10/2021  12:00:00 AM,Receving,A-BJPRD
21,FAS,Pernod,5/30/2021,6/1/2021,AB1626,亚伯乐斯佩塞单一麦芽苏格兰威士忌16年双桶陈酿 3 X 70CL,Receving,Bonded Hold,6427023,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-A-42,165,BT,2/18/2021  12:00:00 AM,Receving,A-FAS
22,FAS,Pernod,5/30/2021,6/1/2021,BT0085,百龄坛特醇苏格兰威士忌-不含内盒 12 X 35CL,Receving,Bonded Normal,6427031,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-24-B-39,1440,BT,3/2/2021  12:00:00 AM,Receving,A-FAS
23,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427021,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,02-48-B,3240,BT,3/17/2021  12:00:00 AM,Receving,A-FAS
24,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427029,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-31,270,BT,3/17/2021  12:00:00 AM,Receving,A-FAS
25,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427013,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-19,12960,BT,12/2/2020  12:00:00 AM,Receving,A-BJPRD
26,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427015,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-20,12960,BT,12/2/2020  12:00:00 AM,Receving,
27,FAS,Pernod,5/30/2021,6/1/2021,011520,芝华士18年苏格兰威士忌-无盒装 6 X 70CL,Receving,Bonded Normal,6427011,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-A-27,300,BT,3/10/2021  12:00:00 AM,Receving,A-FAS
28,FAS,Pernod,5/30/2021,6/1/2021,BT0085,百龄坛特醇苏格兰威士忌-不含内盒 12 X 35CL,Receving,Bonded Normal,6427031,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-24-B-39,1440,BT,3/2/2021  12:00:00 AM,Receving,A-BJPRD
29,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427027,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-27,270,BT,11/23/2020  12:00:00 AM,Receving,
30,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427037,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-28,270,BT,3/17/2021  12:00:00 AM,Receving,A-BJPRD
31,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427029,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-31,270,BT,3/17/2021  12:00:00 AM,Receving,A-BJPRD
32,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427009,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-21,12960,BT,9/7/2020  12:00:00 AM,Receving,A-FAS
33,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427017,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-22,12960,BT,12/2/2020  12:00:00 AM,Receving,
34,FAS,Pernod,5/30/2021,6/1/2021,011520,芝华士18年苏格兰威士忌-无盒装 6 X 70CL,Receving,Bonded Normal,6427011,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-A-27,300,BT,3/10/2021  12:00:00 AM,Receving,A-BJPRD
35,FAS,Pernod,5/30/2021,6/1/2021,AB1626,亚伯乐斯佩塞单一麦芽苏格兰威士忌16年双桶陈酿 3 X 70CL,Receving,Bonded Hold,6427023,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-A-42,165,BT,2/18/2021  12:00:00 AM,Receving,
36,FAS,Pernod,5/30/2021,6/1/2021,BT0085,百龄坛特醇苏格兰威士忌-不含内盒 12 X 35CL,Receving,Bonded Normal,6427025,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-24-B-38,1440,BT,3/2/2021  12:00:00 AM,Receving,A-FAS
37,FAS,Pernod,5/30/2021,6/1/2021,BT0085,百龄坛特醇苏格兰威士忌-不含内盒 12 X 35CL,Receving,Bonded Normal,6427031,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-24-B-39,1440,BT,3/2/2021  12:00:00 AM,Receving,
38,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427035,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-29,270,BT,3/17/2021  12:00:00 AM,Receving,A-BJPRD
39,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427029,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-31,270,BT,3/17/2021  12:00:00 AM,Receving,
40,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427009,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-21,12960,BT,9/7/2020  12:00:00 AM,Receving,
41,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427017,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-22,12960,BT,12/2/2020  12:00:00 AM,Receving,A-FAS
42,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427035,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-29,270,BT,3/17/2021  12:00:00 AM,Receving,A-FAS
43,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427007,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-18,12960,BT,12/2/2020  12:00:00 AM,Receving,A-BJPRD
44,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427013,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-19,12960,BT,12/2/2020  12:00:00 AM,Receving,
45,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427021,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,02-48-B,3240,BT,3/17/2021  12:00:00 AM,Receving,A-BJPRD
46,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427027,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-27,270,BT,11/23/2020  12:00:00 AM,Receving,A-BJPRD
47,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427027,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-27,270,BT,11/23/2020  12:00:00 AM,Receving,A-FAS
48,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427037,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-28,270,BT,3/17/2021  12:00:00 AM,Receving,
49,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427033,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-30,270,BT,3/17/2021  12:00:00 AM,Receving,
50,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427013,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-19,12960,BT,12/2/2020  12:00:00 AM,Receving,A-FAS
51,FAS,Pernod,5/30/2021,6/1/2021,011520,芝华士18年苏格兰威士忌-无盒装 6 X 70CL,Receving,Bonded Normal,6427005,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,02-46-B,5280,BT,3/10/2021  12:00:00 AM,Receving,A-FAS
52,FAS,Pernod,5/30/2021,6/1/2021,AB1626,亚伯乐斯佩塞单一麦芽苏格兰威士忌16年双桶陈酿 3 X 70CL,Receving,Bonded Hold,6427023,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-A-42,165,BT,2/18/2021  12:00:00 AM,Receving,A-BJPRD
53,FAS,Pernod,5/30/2021,6/1/2021,BT0085,百龄坛特醇苏格兰威士忌-不含内盒 12 X 35CL,Receving,Bonded Normal,6427025,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-24-B-38,1440,BT,3/2/2021  12:00:00 AM,Receving,
54,FAS,Pernod,5/30/2021,6/1/2021,013012,皇家礼炮21年苏格兰威士忌 6 X 50CL,Receving,Bonded Normal,6427033,ONEYLIVB11764800,,20017226.0,458455.0,,RECV-1,1-23-B-30,270,BT,3/17/2021  12:00:00 AM,Receving,A-FAS
55,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427007,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-18,12960,BT,12/2/2020  12:00:00 AM,Receving,
56,FAS,Pernod,5/30/2021,6/1/2021,BT0064,百龄坛特醇苏格兰威士忌 120 X 5CL,Receving,Bonded Normal,6427015,ONEYLIVB12140400,,20016830.0,458485.0,,RECV-1,1-23-D-20,12960,BT,12/2/2020  12:00:00 AM,Receving,A-BJPRD
57,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427047,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-02,1188,BT,2/23/2021  12:00:00 AM,Receving,
58,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427053,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-05,1188,BT,2/23/2021  12:00:00 AM,Receving,A-BJPRD
59,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427057,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-07,1188,BT,2/23/2021  12:00:00 AM,Receving,A-BJPRD
60,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427061,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-09,1188,BT,2/23/2021  12:00:00 AM,Receving,
61,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427045,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-14,1056,BT,2/23/2021  12:00:00 AM,Receving,A-FAS
62,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427049,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-03,1188,BT,2/23/2021  12:00:00 AM,Receving,A-BJPRD
63,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427057,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-07,1188,BT,2/23/2021  12:00:00 AM,Receving,
64,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427043,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-13,1056,BT,2/23/2021  12:00:00 AM,Receving,A-FAS
65,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427063,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-19,1188,BT,2/23/2021  12:00:00 AM,Receving,A-FAS
66,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427051,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-04,1188,BT,2/23/2021  12:00:00 AM,Receving,A-BJPRD
67,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427055,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-06,1188,BT,2/23/2021  12:00:00 AM,Receving,A-BJPRD
68,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427061,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-09,1188,BT,2/23/2021  12:00:00 AM,Receving,A-FAS
69,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427043,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-13,1056,BT,2/23/2021  12:00:00 AM,Receving,A-BJPRD
70,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427041,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-01,1056,BT,2/23/2021  12:00:00 AM,Receving,
71,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427047,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-02,1188,BT,2/23/2021  12:00:00 AM,Receving,A-BJPRD
72,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427049,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-03,1188,BT,2/23/2021  12:00:00 AM,Receving,A-FAS
73,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427059,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-08,1188,BT,2/23/2021  12:00:00 AM,Receving,A-FAS
74,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427041,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-01,1056,BT,2/23/2021  12:00:00 AM,Receving,A-BJPRD
75,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427063,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-19,1188,BT,2/23/2021  12:00:00 AM,Receving,A-BJPRD
76,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427047,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-02,1188,BT,2/23/2021  12:00:00 AM,Receving,A-FAS
77,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427059,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-08,1188,BT,2/23/2021  12:00:00 AM,Receving,A-BJPRD
78,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427043,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-13,1056,BT,2/23/2021  12:00:00 AM,Receving,
79,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427045,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-14,1056,BT,2/23/2021  12:00:00 AM,Receving,
80,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427063,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-19,1188,BT,2/23/2021  12:00:00 AM,Receving,
81,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427051,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-04,1188,BT,2/23/2021  12:00:00 AM,Receving,
82,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427053,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-05,1188,BT,2/23/2021  12:00:00 AM,Receving,
83,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427055,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-06,1188,BT,2/23/2021  12:00:00 AM,Receving,
84,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427061,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-09,1188,BT,2/23/2021  12:00:00 AM,Receving,A-BJPRD
85,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427041,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-01,1056,BT,2/23/2021  12:00:00 AM,Receving,A-FAS
86,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427049,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-03,1188,BT,2/23/2021  12:00:00 AM,Receving,
87,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427051,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-04,1188,BT,2/23/2021  12:00:00 AM,Receving,A-FAS
88,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427053,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-05,1188,BT,2/23/2021  12:00:00 AM,Receving,A-FAS
89,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427055,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-06,1188,BT,2/23/2021  12:00:00 AM,Receving,A-FAS
90,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427057,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-07,1188,BT,2/23/2021  12:00:00 AM,Receving,A-FAS
91,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427059,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-08,1188,BT,2/23/2021  12:00:00 AM,Receving,
92,FAS,Pernod,5/28/2021,6/1/2021,030087,绝对伏特加(原味) 12 X 70CL,Receving,Bonded Normal,6427045,ONEYGOTB03746500,,81053027.0,445012.0,,RECV-1,1-21-C-14,1056,BT,2/23/2021  12:00:00 AM,Receving,A-BJPRD
93,FAS,Pernod,5/28/2021,6/1/2021,011385,芝华士12年苏格兰威士忌-不含内盒 12 X 35CL,Receving,Bonded Normal,6430452,ONEYLIVB12167600,,20017316.0,456874.0,,RECV-1,1-24-B-31,924,BT,1/20/2020  12:00:00 AM,Receving,A-FAS
94,FAS,Pernod,5/28/2021,6/1/2021,011385,芝华士12年苏格兰威士忌-不含内盒 12 X 35CL,Receving,Bonded Normal,6430460,ONEYLIVB12167600,,20017316.0,456874.0,,RECV-1,1-24-B-36,924,BT,1/20/2020  12:00:00 AM,Receving,A-BJPRD
95,FAS,Pernod,5/28/2021,6/1/2021,011108,芝华士12年苏格兰威士忌-无柄有盒装 6 X 150CL,Receving,Bonded Normal,6430450,ONEYLIVB12167600,,20017316.0,456874.0,,RECV-1,1-24-A-38,240,BT,1/27/2021  12:00:00 AM,Receving,A-FAS
96,FAS,Pernod,5/28/2021,6/1/2021,011108,芝华士12年苏格兰威士忌-无柄有盒装 6 X 150CL,Receving,Bonded Normal,6430458,ONEYLIVB12167600,,20017316.0,456874.0,,RECV-1,1-24-A-43,240,BT,1/27/2021  12:00:00 AM,Receving,
97,FAS,Pernod,5/30/2021,6/1/2021,013387,皇家礼炮21年苏格兰麦芽威士忌 6 X 70CL,Receving,Bonded Normal,6430468,ONEYLIVB11766300,,20017246.0,458420.0,,RECV-1,1-24-A-28,270,BT,1/13/2020  12:00:00 AM,Receving,
