PL,WORK_ZONE,Sloc,Product_Code,Quantity,Stor_bin,Styp,No_of_Pallet
GL,WH Bonded,1001,W9103MC,270.00000,A-05-35-3,34,6
GL,WH Bonded,1001,W9103MC,270.00000,A-06-43-2,34,6
GL,WH Bonded,1001,W9103MC,268.00000,A-09-45-1,34,6
GL,WH Bonded,1001,W9103MC,270.00000,A-15-46-2,34,6
GL,WH Bonded,1001,W9103MC,135.00000,B-15-43-1,34,3
GL,WH Bonded,1001,W9006MC,80.00000,A-07-51-2,34,2
GL,WH Bonded,1001,W9006MC,80.00000,A-07-53-2,34,2
GL,WH Bonded,1001,W9006MC,32.00000,A-07-54-2,34,1
GL,WH Bonded,1001,W9006MC,48.00000,A-16-40-2,34,1
GL,WH Bonded,1001,W9006MC,2.00000,B-03-40-B,34,1
GL,WH Bonded,1001,CF256A,29.00000,B-05-44-2,34,1
GL,WH Bonded,1001,CF256X,9.00000,A-01-01-2,34,1
GL,WH Bonded,1001,CF256X,128.00000,A-01-02-2,34,3
GL,WH Bonded,1001,CF256X,128.00000,A-01-03-2,34,3
GL,WH Bonded,1001,CF256X,128.00000,A-01-04-2,34,3
GL,WH Bonded,1001,CF256X,128.00000,A-01-05-2,34,3
GL,WH Bonded,1001,CF256X,128.00000,A-01-06-2,34,3
GL,WH Bonded,1001,CF256X,128.00000,A-01-08-2,34,3
GL,WH Bonded,1001,CF256X,28.00000,A-11-50-2,34,1
GL,WH Bonded,1001,CF256X,128.00000,A-15-49-2,34,3
GL,WH Bonded,1001,W1002YC,76.00000,A-09-50-2,34,2
GL,WH Bonded,1001,W1002YC,144.00000,A-09-51-2,34,2
GL,WH Bonded,1001,W1002YC,144.00000,B-01-46-2,34,2
GL,WH Bonded,1001,W1002YC,144.00000,B-01-48-2,34,2
GL,WH Bonded,1001,W1002YC,144.00000,B-02-39-2,34,2
GL,WH Bonded,1001,W1002YC,144.00000,B-02-40-2,34,2
GL,WH Bonded,1001,W1002YC,8.00000,B-02-41-2,34,1
GL,WH Bonded,1001,W1002YC,136.00000,B-02-41-2,34,2
GL,WH Bonded,1001,W9215MC,3.00000,B-15-44-1,34,1
GL,WH Bonded,1001,NHXHC1820,80.00000,C-15-44-1,34,1
GL,WH Bonded,1001,NHXHC1820,5.00000,C-15-44-1,34,1
GL,WH Bonded,1001,NHXHC1821,68.00000,B-12-42-1,34,1
GL,WH Bonded,1001,NHXHC1821,5.00000,B-12-42-1,34,1
GL,WH Bonded,1001,NHXHC1821,131.00000,B-12-42-1,34,2
GL,WH Bonded,1001,NHXHC1822,198.00000,B-11-45-1,34,2
GL,WH Bonded,1001,NHXHC1823,187.00000,B-12-44-1,34,2
GL,WH Bonded,1001,W1333A,128.00000,A-01-12-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-01-13-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-01-14-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-01-16-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-01-17-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-01-19-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-01-37-2,34,1
GL,WH Bonded,1001,W1333A,16.00000,A-01-38-2,34,1
GL,WH Bonded,1001,W1333A,10.00000,A-01-38-2,34,1
GL,WH Bonded,1001,W1333A,102.00000,A-01-38-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-02-04-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-02-06-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-02-07-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-02-27-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-02-28-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-02-29-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-02-30-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-02-36-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-02-37-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-02-38-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-02-39-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-01-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-05-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-06-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-07-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-14-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-23-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-27-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-28-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-29-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-30-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-31-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-32-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-33-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-35-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-36-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-37-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-38-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-03-40-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-04-09-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-04-13-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-04-16-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-04-20-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-04-22-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-04-23-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-04-27-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-04-28-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-04-29-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-04-30-2,34,1
GL,WH Bonded,1001,W1333A,96.00000,A-04-34-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-05-30-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-05-31-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-05-32-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-05-33-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-05-34-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-05-36-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-09-42-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-10-51-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-10-52-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-10-53-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-38-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-39-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-40-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-41-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-41-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-42-3,34,1
GL,WH Bonded,1001,W1333A,41.00000,A-11-43-2,34,1
GL,WH Bonded,1001,W1333A,67.00000,A-11-44-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-44-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-45-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-46-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-46-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-47-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-47-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-48-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-49-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-50-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-51-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-51-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-52-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-52-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-53-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-54-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-11-54-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-12-38-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-12-39-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-12-40-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-12-41-3,34,1
GL,WH Bonded,1001,W1333A,64.00000,A-12-42-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-12-42-3,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-12-51-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-14-44-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-14-45-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-14-47-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-14-48-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-14-50-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-14-51-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,A-14-54-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-02-45-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-02-46-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-03-39-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-03-40-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-03-41-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-03-42-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-03-43-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-03-44-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-03-46-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-04-38-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-04-39-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-04-43-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-04-51-2,34,1
GL,WH Bonded,1001,W1333A,48.00000,B-05-45-2,34,1
GL,WH Bonded,1001,W1333A,16.00000,B-05-45-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-06-41-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-06-42-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-06-49-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-06-50-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-06-51-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-06-52-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-06-53-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-06-54-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-07-42-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-07-44-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-07-45-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-08-39-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-08-41-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-08-43-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-08-44-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-08-46-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-08-49-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,B-08-50-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,C-04-42-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,C-04-43-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,C-04-44-2,34,1
GL,WH Bonded,1001,W1333A,96.00000,C-04-45-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,C-08-39-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,C-08-40-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,C-08-41-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,C-08-42-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,C-08-43-2,34,1
GL,WH Bonded,1001,W1333A,128.00000,C-08-44-2,34,1
GL,WH Bonded,1001,W1333X,76.00000,A-01-32-2,34,1
GL,WH Bonded,1001,W1333X,128.00000,A-01-33-2,34,1
GL,WH Bonded,1001,W1333X,128.00000,A-01-34-2,34,1
GL,WH Bonded,1001,W1333X,128.00000,A-01-35-2,34,1
GL,WH Bonded,1001,W1333X,121.00000,A-01-36-2,34,1
GL,WH Bonded,1001,W1333X,128.00000,A-04-35-2,34,1
GL,WH Bonded,1001,W1333X,128.00000,A-04-36-2,34,1
GL,WH Bonded,1001,W1333X,128.00000,A-04-37-2,34,1
GL,WH Bonded,1001,W1333X,64.00000,A-04-38-2,34,1
GL,WH Bonded,1001,W1333X,64.00000,A-07-37-2,34,1
GL,WH Bonded,1001,W1334A,128.00000,A-14-53-2,34,1
GL,WH Bonded,1001,W1334A,3.00000,B-02-42-B,34,1
GL,WH Bonded,1001,W1334A,128.00000,C-08-47-2,34,1
GL,WH Bonded,1001,W1334A,128.00000,C-08-50-2,34,1
GL,WH Bonded,1001,W1334X,81.00000,A-01-40-2,34,1
GL,WH Bonded,1001,W1334X,128.00000,A-04-39-2,34,1
GL,WH Bonded,1001,W1334X,64.00000,B-07-46-2,34,1
GL,WH Bonded,1001,W9210MC,79.00000,A-08-37-3,34,1
GL,WH Bonded,1001,W9210MC,270.00000,C-15-45-2,34,3
GL,WH Bonded,1001,W9211MC,270.00000,A-02-16-3,34,3
GL,WH Bonded,1001,W9211MC,86.00000,A-08-38-3,34,1
GL,WH Bonded,1001,W9211MC,12.00000,B-02-50-B,34,1
GL,WH Bonded,1001,W9212MC,86.00000,A-09-35-3,34,1
GL,WH Bonded,1001,W9212MC,12.00000,B-02-50-B,34,1
GL,WH Bonded,1001,W9212MC,270.00000,C-14-52-3,34,3
GL,WH Bonded,1001,W9213MC,86.00000,A-12-44-3,34,1
GL,WH Bonded,1001,W9213MC,12.00000,B-02-50-B,34,1
GL,WH Bonded,1001,W9213MC,270.00000,C-14-50-3,34,3
GL,WH Bonded,1001,W9220MC,14.00000,C-09-49-2,34,1
GL,WH Bonded,1001,W9221MC,241.00000,C-13-40-2,34,2
GL,WH Bonded,1001,W9222MC,3.00000,C-13-38-2,34,1
GL,WH Bonded,1001,W9222MC,234.00000,C-13-38-2,34,2
GL,WH Bonded,1001,W9223MC,230.00000,A-05-28-2,34,2
GL,WH Bonded,1001,CF257A,168.00000,A-11-42-2,34,1
GL,WH Bonded,1001,CF257A,168.00000,A-12-50-2,34,1
GL,WH Bonded,1001,CF257A,168.00000,A-14-49-2,34,1
GL,WH Bonded,1001,CF257A,168.00000,B-02-47-2,34,1
GL,WH Bonded,1001,CF257A,30.00000,C-04-41-2,34,1
GL,WH Bonded,1001,W9190MC,270.00000,A-06-47-2,34,1
GL,WH Bonded,1001,W9190MC,270.00000,B-15-44-2,34,1
GL,WH Bonded,1001,W9190MC,1.00000,C-07-50-2,34,1
GL,WH Bonded,1001,W9191MC,270.00000,B-03-52-2,34,1
GL,WH Bonded,1001,W9191MC,192.00000,B-10-41-1,34,1
GL,WH Bonded,1001,W9191MC,270.00000,B-15-41-2,34,1
GL,WH Bonded,1001,W9192MC,270.00000,C-01-45-2,34,1
GL,WH Bonded,1001,W9192MC,165.00000,C-15-43-2,34,1
GL,WH Bonded,1001,W9193MC,32.00000,B-06-43-1,34,1
GL,WH Bonded,1001,W9193MC,110.00000,B-07-43-1,34,1
GL,WH Bonded,1001,W9193MC,270.00000,B-16-42-2,34,1
GS,WH Bonded,1001,CF067A#AB2,2.00000,A-08-42-1,34,4
GS,WH Bonded,1001,CF067A#AB2,1.00000,A-09-40-1,34,2
GS,WH Bonded,1001,CF067A#AB2,2.00000,A-13-39-1,34,4
GS,WH Bonded,1001,CF067A#AB2,2.00000,A-13-40-1,34,4
GS,WH Bonded,1001,CF067A#AB2,2.00000,A-13-41-1,34,4
GS,WH Bonded,1001,CF067A#AB2,2.00000,A-13-42-1,34,4
GS,WH Bonded,1001,CF067A#AB2,1.00000,A-14-41-1,34,2
GS,WH Bonded,1001,CF067A#AB2,1.00000,A-14-46-1,34,2
GS,WH Bonded,1001,CF067A#AB2,1.00000,A-14-48-1,34,2
GS,WH Bonded,1001,CF067A#AB2,1.00000,A-14-49-1,34,2
GS,WH Bonded,1001,CF067A#AB2,1.00000,A-14-50-1,34,2
GS,WH Bonded,1001,CF067A#AB2,1.00000,A-14-51-1,34,2
GS,WH Bonded,1001,CF067A#AB2,1.00000,A-14-52-1,34,2
GS,WH Bonded,1001,CF067A#AB2,1.00000,A-14-53-1,34,2
GS,WH Bonded,1001,CF067A#AB2,1.00000,A-14-54-1,34,2
GS,WH Bonded,1001,CF067A#AB2,2.00000,A-15-50-1,34,4
GS,WH Bonded,1001,CF067A#AB2,1.00000,A-15-51-1,34,2
GS,WH Bonded,1001,CF067A#AB2,2.00000,A-15-52-1,34,4
GS,WH NoBonded,1001,T3U44A#AB2,1.00000,DHL-B-01-03,34,1
GS,WH Bonded,1001,T3U51A#AB2,6.00000,B-14-12-1,34,4
GS,WH Bonded,1001,T3U51A#AB2,6.00000,B-14-13-1,34,4
GS,WH Bonded,1001,T3U51A#AB2,6.00000,B-14-18-1,34,4
GS,WH Bonded,1001,T3U51A#AB2,2.00000,B-14-19-1,34,2
GS,WH Bonded,1001,B6S01A#AB2,2.00000,C-05-10-4,34,1
GT,WH Bonded,1001,A2W83A,1.00000,B-12-25-1,34,2
GT,WH Bonded,1001,A2W83A,1.00000,B-12-26-1,34,2
GT,WH Bonded,1001,CE860A,1.00000,B-03-52-C,34,1
GT,WH Bonded,1001,CF239A,4.00000,B-11-29-1,34,2
GT,WH Bonded,1001,T3V27A,1.00000,B-14-30-1,34,1
GT,WH Bonded,1001,CF243A,2.00000,B-12-35-1,34,1
HF,WH Bonded,1001,Z7Y79A,3.00000,A-03-14-1,34,1
HF,WH Bonded,1001,Z7Y79A,9.00000,B-15-41-1,34,2
HF,WH Bonded,1001,Z7Y70A,20.00000,A-07-10-3,34,4
HF,WH Bonded,1001,Z7Y70A,1.00000,B-02-49-B,34,1
HF,WH Bonded,1001,Z7Y70A,120.00000,B-15-47-3,34,20
HF,WH Bonded,1001,Z7Y70A,93.00000,B-15-48-3,34,16
HF,WH Bonded,1001,Z7Y91A,83.00000,B-15-28-4,34,14
HF,WH NoBonded,1001,Z8W52A,1.00000,DHL-B-02-01,34,1
HF,WH Bonded,1001,Z9M02A,8.00000,B-03-52-A,34,2
HF,WH Bonded,1001,SU435A,448.00000,A-12-53-1,34,28
HF,WH Bonded,1001,SU435A,1.00000,B-02-41-B,34,1
HF,WH Bonded,1001,W9048MC,6.00000,B-03-40-B,34,1
HF,WH Bonded,1001,W9048MC,83.00000,B-16-17-4,34,3
HF,WH Bonded,1001,W9048MC,112.00000,B-16-21-4,34,4
HF,WH Bonded,1001,W9048MC,112.00000,B-16-22-4,34,4
HF,WH Bonded,1001,W9048MC,112.00000,B-16-23-4,34,4
HF,WH Bonded,1001,W9048MC,112.00000,B-16-25-4,34,4
HF,WH Bonded,1001,W9048MC,100.00000,B-16-39-1,34,4
HF,WH Bonded,1001,W9007MC,11.00000,B-13-38-1,34,1
HF,WH Bonded,1001,W9007MC,80.00000,B-14-41-3,34,2
HF,WH Bonded,1001,W9007MC,80.00000,B-14-42-3,34,2
HF,WH Bonded,1001,W9007MC,80.00000,B-14-43-3,34,2
HF,WH Bonded,1001,W9007MC,49.00000,B-14-44-3,34,2
HF,WH Bonded,1001,W9058MC,4.00000,B-02-51-B,34,1
HF,WH Bonded,1001,W9058MC,74.00000,B-13-39-3,34,2
HF,WH Bonded,1001,W9058MC,96.00000,B-13-40-3,34,2
HF,WH Bonded,1001,W9058MC,96.00000,B-13-41-3,34,2
HF,WH Bonded,1001,W9058MC,96.00000,B-13-42-3,34,2
HF,WH Bonded,1001,W9058MC,96.00000,B-13-43-3,34,2
HF,WH Bonded,1001,W9058MC,96.00000,B-13-44-3,34,2
HF,WH Bonded,1001,W9058MC,47.00000,B-13-45-3,34,1
HF,WH Bonded,1001,W9058MC,8.00000,C-12-50-1,34,1
HF,WH Bonded,1001,W9058MC,1.00000,C-12-50-1,34,1
HF,WH Bonded,1001,W9058MC,15.00000,C-12-50-1,34,1
HF,WH Bonded,1001,SS848A,95.00000,A-02-30-1,34,2
HF,WH Bonded,1001,SS699A,131.00000,A-06-39-2,34,2
HF,WH Bonded,1001,SS851A,183.00000,B-07-48-2,34,2
HF,WH Bonded,1001,SS702A,173.00000,A-13-51-2,34,2
HF,WH Bonded,1001,SS705A,137.00000,B-13-42-2,34,2
HF,WH Bonded,1001,SU428A,529.00000,A-05-35-2,34,2
HF,WH Bonded,1001,SU438A,9.00000,A-09-49-2,34,1
HF,WH Bonded,1001,SU438A,522.00000,A-09-49-2,34,2
HF,WH Bonded,1001,5LX86A,20.00000,A-03-22-2,34,1
HF,WH Bonded,1001,5LX86A,98.00000,A-03-22-2,34,1
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-07-12-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-07-13-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-07-14-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-07-15-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,20.00000,A-08-06-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-08-07-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-08-50-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-08-51-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-08-52-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-09-33-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-09-34-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-10-52-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-10-53-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-10-54-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,15.00000,A-13-22-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-13-23-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,8.00000,A-13-24-3,34,1
IR,WH Bonded,1001,4YE52A#AB2,16.00000,A-13-24-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-13-25-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,4.00000,A-13-26-3,34,1
IR,WH Bonded,1001,4YE52A#AB2,20.00000,A-13-26-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,A-13-27-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,B-07-21-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,B-07-22-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,B-07-23-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,B-11-44-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,B-11-45-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,B-11-46-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-08-39-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-08-40-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-08-41-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-08-42-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-08-43-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-08-44-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-08-45-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-08-46-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-08-47-3,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-13-13-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-13-14-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-13-15-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-13-16-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-13-17-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-13-18-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-13-19-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-13-20-4,34,2
IR,WH Bonded,1001,4YE52A#AB2,24.00000,C-13-21-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-20-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-21-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-22-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-23-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-24-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-25-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-26-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-27-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-28-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-29-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-30-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-31-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-32-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-33-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-34-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-35-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-38-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-39-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-40-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-41-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-07-42-4,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-12-3,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-13-3,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-15-3,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-17-3,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-19-3,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-21-3,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-23-3,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-25-3,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-26-3,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-27-3,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-28-3,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-29-3,34,2
IR,WH Bonded,1001,4YE53A#AB2,24.00000,A-09-30-3,34,2
